,title,internal_id,url,description,responsibilities,qualifications,company,publish_date
20,"Program Associate, People Operations",2288723,https://boards.greenhouse.io/deepmind/jobs/4327295,"DeepMind has a remarkable track record of scientific breakthroughs. Such extraordinary work is a direct result of the brilliant and diverse people we bring together. Our People & Culture team work together to maintain, optimise, and nurture our culture to create the best environment in the world for advancing AI research. This role is embedded in the ER team, which is part of the People and Culture team. The ER team advise on the relationship between the organisation and its people by delivering high quality and transparent practices, in line with relevant law, and this role requires an understanding or experience in HR, ER and Legal domains.","Support ER case management, maintain up-to-date data and track issues Communicate progress and provide relevant reporting to multiple sets of stakeholders Lead the delivery of several ER projects to continuously improve the workplace experience for DeepMinders Be responsible for the full portfolio of this teams’ initiatives and ensure alignment with the organisation’s overall mission to deliver meaningful impact Facilitate collaboration between P&C team members and create relevant connections and relationships Develop processes and ways of working to continually improve operational effectiveness. Anticipate obstacles before they arise, where possible try to resolve these, or provide possible creative solutions to challenges Play a leading role in scheduling team meetings, preparing agendas, agreeing actions and scheduling follow ups to ensure progress Support the facilitation of ER processes, participating in retrospectives and standups Provide clarity where ambiguity exists, ensure there is understanding on actions and next steps Support the team’s knowledge management approach, as well as resource allocation, capacity planning and management Take part in interviews and support the onboarding process for new starters Be curious and proactive about learning about the ER and People and Culture space you support in order to understand how it links to the overall mission If required, support the development of new or existing vendor relationships and working with the Finance and Legal team to ensure contracts, purchase orders etc are in place Champion and role model the DeepMind culture and values","Understanding or experience in HR, ER or Legal domains Understanding and experience of different types of project management practices and methodologies and how to use and adapt these accordingly You are driven by fairness, high quality delivery and standards, and care deeply about people. You instil trust and instinctively act with absolute discretion and diplomacy, and apply sound judgement in responding to all circumstances You are very resilient, and can read volatile and unpredictable situations and act appropriately You’re a self-motivated and driven individual with the ability to work independently, achieve goals with ambiguity, and implement structure and clarity. Highly organised with the ability to juggle multiple tasks and prioritise effectively You are a champion of change and have experience guiding teams through this, clearly explaining the purpose and goals Ability to build relationships and foster trust with a diverse group of people and partners You believe in the value of teamwork and can constructively challenge others and provide feedback when required You are able to listen to different views and challenge your own assumptions, encouraging others to do the same Experience working in a rapidly changing and dynamic environment Experience and knowledge of using standard office tools in G-suite",DeepMind,2022-08-05 10:08:56
21,"Program Manager, Applied",2246401,https://boards.greenhouse.io/deepmind/jobs/4246542,"The role of the Program Management team is to coordinate and enable our teams to be the best at what they do and to make fast-paced progress towards our mission. We continually pursue scalable and sustainable ways to optimize work on real world applications, cultivating an environment where people can be both highly collaborative and deeply creative, making responsible and pioneering research progress at pace. We build strong relationships with teams and team members, bringing clarity to ambiguity and providing stability during change. We continually deepen our domain knowledge, working alongside engineers, researchers, and product managers to execute on programs and projects with Google / Alphabet partners.","Manage the delivery of programs designed to achieve highly impactful applications of machine learning, keeping project teams focused and productive Deliver on cross-functional efforts to scale efficient operations and team development; evaluate and improve processes, tools, templates and documentation for repeatability and sustainability Conduct regular retrospectives on successes and failures and provide independent analysis; share lessons and insights across the wider business Learn new business and technical skills quickly, adapt to changing environments while providing day-to-day coordination and quality assurance for projects and tasks Lead and develop a dedicated team of program managers, assuming accountability for project allocations and goal delivery","We highly value strong Program Managers who are willing to help out with whatever moves our projects forward. Extensive knowledge and expertise in program management, able to navigate through ambiguity and adjust and adapt plans and strategies as project conditions change Able to foster respect, inclusion, and collaboration when working with teams, and skilled in building relationships and fostering trust with a diverse group of people Excellent communication skills, with the ability to distill complex ideas to their essence Experience operating autonomously with multiple teams distributed across time zones, with the ability to balance multiple projects and prioritize effectively Line management experience Proactive about learning and acquiring knowledge to enhance your domain knowledge Technical degree or equivalent working knowledge Curious to learn about AI / machine learning research, and excited by the opportunity to solve AGI and the benefits this can bring to our world Preferred experience: Demonstrated understanding of how to successfully work with, advocate for and develop talented people from a wide variety of backgrounds, including non-traditional ones",DeepMind,2022-08-05 10:08:56
22,"Program Manager, Operations - Team Lead",2202844,https://boards.greenhouse.io/deepmind/jobs/4169725,"The role of the Program Management Team is to organise and enable our research teams to be the best at what they do and to make fast-paced progress towards our mission. We continually pursue scalable and sustainable ways to optimise research, striving to ensure we cultivate an environment where people can be both highly collaborative and deeply creative, making responsible and pioneering research progress at pace. We build strong relationships with teams, bringing clarity to ambiguity and providing stability during change. We are active, curious and thoughtful about deepening our understanding of people; their preferences, their needs and their work. We use our coaching skills to support and enable people and teams to do their best work together. We continually deepen our domain knowledge, working alongside researchers and engineers to ensure all our work is advancing towards our mission.","End to end project planning and delivery across Operations teams, utilising knowledge of project methodologies including tools and techniques such as stand ups, retrospectives, agile boards and project plans to deliver solutions Collaborate and partner with Operational Team Leads to understand their objectives, vision and strategy Be responsible for the full portfolio of these teams’ initiatives, working with leaders across the organisation to ensure alignment with the organisation’s overall mission and to deliver meaningful impact Lead a team of program managers to deliver against a range of objectives within Operations, providing leadership, advice and guidance on projects and programs Invest in the development and capabilities of your team, driving improvement and encouraging continual learning through coaching Lead brainstorms and idea sharing, support the team to simplify complex problems and assert influence over outcomes and solution Track progress, maintain up to date information and relevant documentation and anticipate and propose solutions to issues and risks and share critical information with key partners Evaluate the success of programs against their aims, goals and objectives, and share lessons and insight across the wider business Facilitate conversations, meetings and opportunities for collaboration to drive the best outcomes, ensuring you bring clarity where ambiguity exists Drive engagement across the team by building relationships, sharing constructive feedback and challenging established ways of thinking Conduct regular retrospectives on successes and failures and provide independent analysis","Extensive knowledge and expertise in program management, with the proven skill to navigate through ambiguity and adjust and adapt plans and strategies as project conditions change Experience supporting teams in fast-paced and constantly changing environments, acting as a sounding board and coach as individuals go through the change cycle Depth of knowledge and experience in utilising coaching techniques to support individuals from a diverse set of backgrounds in a dynamic and pioneering environment Experience in managing a team to effectively deliver programs and projects that cover the breadth of Operations Experience in solving challenging operational challenges, implementing scalable and sustainable solutions, bringing simplicity to complex process and ideas Strong communication skills, ability to develop meaningful relationships with key partners and use this to influence outcomes You are proactive about acquiring knowledge to enhance the impact you have, demonstrate a curious attitude, and a commitment to learning and understanding more about work within Operations You are demonstrably passionate about solving AGI, proactive about learning and acquiring knowledge to enhance your domain knowledge",DeepMind,2022-08-09 09:25:14
23,"Program Specialist, Games (Fixed Term Contract)",2131936,https://boards.greenhouse.io/deepmind/jobs/3890486,"We are keen to hire a Programme Specialist, on a one year contract, for our Worlds team to work on a number of medium term projects in a mission-driven team.","Support the team with all required elements of end-to-end project planning and delivery, using your knowledge of project methodologies including tools and techniques such as stand ups, retrospectives, agile boards, project plans; remove blockers and ensure teams are enabled to do their best work Facilitate conversations, meetings and opportunities for collaboration to drive the best outcomes; create connections and relationships Track progress, maintain up to date information and relevant technical documentation, anticipate and propose solutions to issues and risks Identify opportunities to improve ways of working, tools or processes and suggest solutions Lead brainstorms and idea sharing, help to identify key themes, simplify complex problems and discover solutions Support the drive for engagement across the team by building and maintaining relationships, sharing constructive feedback, challenging established ways of thinking and encouraging them to achieve their full potential Evaluate the success of programs against their aims, goals and objectives Demonstrate a curious attitude and a commitment to learning and understanding your teams technical field, and your broader understanding of AGI, in order to inform how you enable people, teams and optimise research","Knowledge and expertise in project / program management with the skill to navigate through ambiguity and adjust and adapt plans and strategies as project conditions change Experience supporting teams to deliver projects Experience in solving complex challenges, implementing scalable and sustainable solutions Willingness to dive into details, processes and actions as needed, to help the project operate at pace and to ensure nothing falls behind Knowledge and experience in supporting individuals in a robust environment and during times of change Strong communication skills, ability to develop relationships with key partners and use these to influence action and outcomes Skilled in all aspects of creating and delivering impactful presentations You are very organised, are highly effective at prioritisation, and have an appetite for working in a very fast paced, changeable environment. You are passionate about solving AGI, proactive about learning and acquiring knowledge to enhance your domain knowledge Competitive salary applies",DeepMind,2022-08-05 10:08:56
24,"Program Specialist, Operations",2306277,https://boards.greenhouse.io/deepmind/jobs/4383615,"The role of the Program Management Team is to coordinate and enable our teams to be the best at what they do and to make fast-paced progress towards our mission. We continually pursue scalable and sustainable ways to optimise our work, striving to ensure we cultivate an environment where people can be both highly collaborative and deeply creative, making progress at pace. We build positive relationships with teams, bringing clarity to ambiguity and providing stability during change. We are active, curious and thoughtful about deepening our understanding of people; their preferences, their needs and their work. We use our coaching skills to support and enable people and teams to do their best work together. We continually deepen our domain knowledge to ensure all our work is advancing towards our mission.","Support teams with all required elements of end-to-end program leadership and delivery, using your knowledge of program methodologies and tools / techniques such as stand ups, retrospectives, project plans, progress tracking, etc. Work with your team to organise and optimise work into clear objectives, handle risks, anticipate issues and offer creative solutions Facilitate conversations, meetings, brainstorms and opportunities for collaboration to drive the best outcomes; create connections and relationships See opportunities to improve ways of working, tools or processes Partner with multiple stakeholders across the organisation, share critical information with key decision makers and influence positive outcomes Provide coaching for individuals to overcome challenges and ensure the conditions are right to enable teams to produce pioneering and mission focused work Support and drive engagement across the team by building relationships, sharing constructive feedback, challenging established ways of thinking and inspiring them to achieve their full potential Evaluate the success of programs against their aims, goals and objectives","Knowledge and expertise in project / program management within operational teams, with the skill to navigate through ambiguity and adjust and adapt plans and strategies as project conditions change Experience in solving sophisticated operational challenges, implementing sustainable solutions Experience in utilising coaching techniques to support individuals from diverse set of backgrounds in an ambitious environment Strong communicator, able to develop meaningful relationships with key partners and use these to influence action and outcomes Experience in supporting teams in fast-paced and constantly evolving environments, acting as a sounding board as individuals go through change journeys Naturally curious and enjoy working across a large range of different subjects with ease, quickly gaining the knowledge you need to be effective Passionate about our mission, proactive about learning and acquiring knowledge to improve your experience Competitive salary applies",DeepMind,2022-08-05 10:08:56
25,"Program Specialist, Workplace",2285681,https://boards.greenhouse.io/deepmind/jobs/4319501,"At DeepMind, we've built a unique culture and work environment where long-term ambitious research can flourish. As we continue to grow, we are now keen to hire an experienced Program Specialist to join our team and partner specifically with our Workplace Innovation and Experience (WIX) division. This team includes Workplace Operations, Travel, Events, AV Production, Security Operations, Real Estate Projects, Systems and Management Support teams. WIX is central to how we enable our people to make and demonstrate world leading breakthroughs in AI. This role would suit someone who thrives in fast-paced, changing environments.",,"We’re looking for a hardworking and ambitious individual who wants to be part of an outstanding team, in an inspiring and collaborative environment. This is your chance to play a key role in something extraordinary with the opportunity to have real impact! In order to set you up for success as a Program Specialist at DeepMind, we look for the following skills and experience: Deep knowledge and expertise of program and portfolio management including adapting methodologies and tools to suit the needs of the team and of the project You have experience and interest in program managing complex high profile programs, along with organisational change management Experience working cross-functionally, collaborating with a variety of teams and partners, and experience handling external vendors and agencies to deliver on projects and programs Outstanding communication and influencing skills and can use these when interacting with key partners Relevant experience in building relationships with people with a wide range of experience You display a curious mentality and seize opportunities to acquire new knowledge.",DeepMind,2022-08-05 10:08:56
26,Research Analytics Specialist,2333806,https://boards.greenhouse.io/deepmind/jobs/4463365,"The Research Insights & Systems Evolution (RISE) are looking for someone who is passionate about working at the intersection of data analytics and stakeholder management in a fast paced, strategic team to improve DeepMind’s internal decision making! This role will help drive the continuing evolution of our research organisation by finding opportunities for improvement through insights.",,"What we are looking for in the ideal candidate: You excel at analytical problem solving, knowing which questions to ask, how to go about answering those questions, and how to ensure that your answer is correct. You are passionate about ‘storytelling’ with data. You’re great at translating deep analysis into insights and conclusions that everyone can grasp, independent of prior context or expertise. You know how to effectively express uncertainty in your conclusions, and key assumptions that have gone into the analytical process. You are keen to build your knowledge of programme management and process improvement through collaboration with technical and non-technical individuals. Essential qualities: You have logical and analytical approach to your work You are experienced in extracting, manipulating data and applying statistical analysis to answer organisational questions and achieve program goals Experience in bringing data from multiple sources through SQL, Python (Pandas, Scikit-learn, Numpy, Jupyter Notebooks) and Excel Experience in preparing insights for stakeholders in the form of visualisation, analytics products, slides, dashboards, and presentations. You are skilled in telling stories through data Strong communicator, able to develop meaningful relationships with key partners and use these to influence action and outcomes Naturally curious and enjoy working across a large range of different subjects with ease, quickly gaining the knowledge you need to be effective Passionate about our mission, proactive about learning and acquiring knowledge to improve your experience If you don’t think you meet all the above criteria please still seriously consider applying! The role and thus the requirements are broad, so we will be excited to discuss how you see yourself contributing across it. Competitive salary applies. Closing date: 22nd August 2022",DeepMind,2022-08-05 10:54:18
27,"Research Engineer, Applied, Mountain View",633802,https://boards.greenhouse.io/deepmind/jobs/948921,"The Applied team collaborates closely with a wide variety of teams across Google / Alphabet, leveraging DeepMind expertise to deploy advanced machine learning algorithms with the goal of improving Alphabet products and services. We are a driven, collaborative, diverse team based in London and Mountain View. Our current and past engagements include teams in Cloud, Android, Assistant, Youtube and Maps. We collaborate closely with DeepMind's and Google's Research teams on several projects. Each project typically consists of a team of engineers working closely with our product partners and with our researchers, product managers and program managers.",,"We seek out individuals who thrive in ambiguity and who are willing to help out with whatever moves prototypes forward. We regularly need to invent novel solutions to problems, and often change course if our ideas don’t work out, so flexibility and adaptability to work on any project is a must. In order to set you up for success as a Research Engineer at DeepMind, we look for the following skills and experience: BSc, MSc or PhD / DPhil degree in computer science, mathematics, applied stats, machine learning or similar experience working in industry Proven knowledge and experience of Python or C++. Knowledge of machine learning and statistics. Knowledge of algorithm design. Proven experience of Tensorflow or similar ML frameworks (e. g. JAX) is highly desirable. Software Engineering experience and experience working on large-scale ML projects highly desirable. Proven experience working in industry, working on projects from proof-of-concept through to implementation highly beneficial. A passion for AI. Great communication skills and excellent interpersonal skills. In addition, the following would be an advantage: Experience in applying experimental ideas to applied problems. Cross functional collaboration experience. Prior experience collaborating with researchers. Prior experience working with product teams. What we offer At DeepMind, we want employees and their families to live happier and healthier lives, both in and out of work, and our benefits reflect that. Some select benefits we offer: enhanced maternity, paternity, adoption, and shared parental leave, private medical and dental insurance for yourself and any dependents, and flexible working options. We strive to continually improve our working environment, and provide you with excellent facilities such as healthy food, an on-site gym, faith rooms, terraces etc. We are also open to relocating candidates to London and offer a bespoke service and immigration support to make it as easy as possible (depending on eligibility). Competitive salary applies. #LI-JR1",DeepMind,2022-08-05 10:08:56
28,"Research Engineer, Data-efficient and Bayesian Learning",2330182,https://boards.greenhouse.io/deepmind/jobs/4452054,"At DeepMind, we've built a unique culture and work environment where long-term ambitious research can flourish. Our special interdisciplinary team combines the best techniques from deep learning, reinforcement learning and systems neuroscience to build general-purpose learning algorithms. We have already made a number of high profile breakthroughs towards building artificial general intelligence, and we have all the ingredients in place to make further significant progress over the coming year!","Provide software design and programming support to research projects Design and implement software libraries Implement, optimise, and evaluate algorithms and models Report and present software developments including status and results clearly and thoughtfully both internally and externally, verbally and in writing Support large scale research experiments, presenting results clearly and thoughtfully both internally and externally, verbally and in writing","Essential Technical degree (e. g. , BSc, BEng, MSc, MEng) in computer science, mathematics, physics, electrical engineering, machine learning or equivalent experience Experience (commercial, academic, or as a hobbyist) with using machine learning Extensive knowledge of and experience with programming in Python Experience working with JAX, Tensorflow, or PyTorch Experience and interest in probabilistic, Bayesian and / or Deep learning. Nice to have Experience with multi-threaded design and parallel / distributed computing Experience with implementing numerical methods and data visualisation Contributions to open source projects Competitive salary applies. Applications close on Wednesday 17th August.",DeepMind,2022-08-05 10:08:56
29,"Research Engineering Team Lead, Applied, New York",2306647,https://boards.greenhouse.io/deepmind/jobs/4384503,"The Applied team collaborates closely with a wide variety of teams across Google / Alphabet, leveraging DeepMind expertise to deploy advanced machine learning algorithms with the goal of improving Alphabet products and services. We are a driven, collaborative, diverse team based in London and Mountain View. Our current and past engagements include teams in Cloud, Android, Assistant, Youtube and Maps. We collaborate closely with DeepMind's and Google's Research teams on several projects. Each project typically consists of a team of engineers working closely with our product partners and with our researchers, product managers and program managers.","Lead a team of research engineers that will partner with DeepMind Research to bring our innovative machine learning to the world through Google / Alphabet products. Support and mentor individual contributors to build their careers, and strengthen team members in technical and non-technical areas. Support and enable the team to identify the most promising research advances and the products that will benefit from them. Delivering organizational projects that accelerate progress toward our mission. Build and maintain relationships with DeepMind Research and Google / Alphabet partner teams; understanding their objectives, collaborators, products, constraints, and systems.","In order to set you up for success as a Research Engineering Lead at DeepMind, we look for the following skills and experience: BSc in Computer Science, Mathematics, Applied Statistics or Machine Learning or equivalent experience. Experience managing research based engineering teams. Knowledge of Python / C++, and modern ML libraries e. g. TensorFlow or JAX. Experience working on projects from proof-of-concept through to implementation. In addition, the following would be an advantage: MSc / PhD degree in computer science, mathematics, applied stats, machine learning or similar. Management or individual contributor experience working on large-scale ML projects. Experience in applying experimental ideas to applied problems. Cross functional collaboration experience. Prior experience collaborating with researchers and working with product teams. Entrepreneurial experience is desirable. What we offer At DeepMind, we want employees and their families to live happier and healthier lives, both in and out of work, and our benefits reflect that. Some select benefits we offer: enhanced maternity, paternity, adoption, and shared parental leave, private medical and dental insurance for yourself and any dependents, and flexible working options. We strive to continually improve our working environment, and provide you with excellent facilities such as healthy food, an on-site gym, faith rooms, terraces etc. We are also open to relocating candidates to London and offer a bespoke service and immigration support to make it as easy as possible (depending on eligibility). Competitive salary applies. #LI-JR1",DeepMind,2022-08-05 10:08:56
30,"Research Engineer, Scalable Deep Learning",2330482,https://boards.greenhouse.io/deepmind/jobs/4452868,"At DeepMind, we've built a unique culture and work environment where long-term ambitious research can flourish. Our special interdisciplinary team combines the best techniques from deep learning, reinforcement learning and systems neuroscience to build general-purpose learning algorithms. We have already made a number of high profile breakthroughs towards building artificial general intelligence, and we have all the ingredients in place to make further significant progress over the coming years!","Design, implement and evaluate scalable deep learning methods. Report and present research findings and developments including status and results clearly and efficiently both internally and externally, verbally and in writing. Collaborate with the team to meet ambitious research goals","Essential: Experience writing code in Python. Bachelor's degree in a technical subject (e. g. machine learning, AI, computer science, mathematics, physics, statistics, etc. ), or equivalent experience. Nice to haves : Experience writing code in C++. Knowledge of ML / scientific libraries such as TensorFlow, JAX, PyTorch, NumPy and Pandas. Machine learning experience in industry, academia and personal projects, whether in computer science or other fields such as physics, computational biology, or mathematics. Experience implementing or using distributed systems, for example databases, highly available web APIs, large-scale deep learning training setups, etc. #LI-JR1",DeepMind,2022-08-05 10:08:56
31,"Research Engineer, Security & Privacy",2240610,https://boards.greenhouse.io/deepmind/jobs/4189940,"As DeepMind continues to grow, we are seeking Research Engineers to join our new security and privacy team.","Devise novel or implement existing methods to assess, or to defend against, emerging risks to AI systems and associated data and infrastructure Partner with DeepMind Research and Engineering teams to conduct research in the areas of safety, security, and privacy Build tooling, infrastructure, and platforms that implement the latest research ideas in security and privacy of AI systems, at scale Set priority and vision for security and privacy, research and engineering initiatives Educate and bring awareness to security and privacy best practices and research at DeepMind, and the larger Google research community Establish thoughtful leadership and drive community engagement through external engagements, publishing, and open sourcing","To set you up for success as a Research Engineer at DeepMind, we look for at least the following skills and experience: Master’s degree in Computer Science, Machine Learning, Computer Vision, or equivalent Experience with at least one general purpose programming language (e. g. Java, Python, C++) and relevant ML frameworks (JAX, TensorFlow, PyTorch, scikit, etc. ) Experience leading research and tool development in one or more of the following: adversarial ML, differential privacy, confidential computing, vulnerability research, penetration testing (application, network), threat modelling, cryptographic systems, network security, identity and access management Experience and track record of publishing research and presenting on the security and privacy of machine learning systems, and presenting at machine learning conferences (CAMLIS, ICML, NeurIPS, ICLR, etc. ) Passion for AI safety, security and privacy research, (eg. adversarial machine learning, privacy-preserving machine learning, etc. ) In addition, the following would be an advantage: Experience discovering and responsibly disclosing security vulnerabilities Experience presenting research at well known security conferences (e. g. Black Hat, Def Con, BSides, etc. ) Competitive Salary applies",DeepMind,2022-08-05 10:08:56
32,Research Insights and Operations Lead,2293137,https://boards.greenhouse.io/deepmind/jobs/4415055,"The Research Insights & Operations team is here to develop the best ecosystem to support groundbreaking research! This involves a unique combination of analysis and follow through that strives to drive organisational change backed up by insightful data. Success across these areas has substantial impact across how we organise Research at DeepMind, offering exciting opportunities for cross-disciplinary work!","Evolve the strategy for portfolio management, including processes for selection, prioritisation and monitoring of the organisation's priority programmes and projects. Proposing and developing new ways of coordinating research, whether via events, tooling changes or processes. Working to understand the priorities and concerns of the research org, using qualitative exploration backed up with analytics. Championing a culture of data driven decision making that encourages quantitative measurement of both the need for change and the impact of implemented solutions. Maintaining a high quality of delivery and reporting around ongoing processes. Acting as a collaborator in research wide planning as well as collaborator in various org wide initiatives. In parallel, as team lead you will be responsible for supporting the development of the team, giving them clear areas of ownership and accountability, opportunities to develop new skills, helping to balance their priorities across your portfolio of projects and make the case for additional headcount based on the priorities and scope of this work.","Demonstrate a curious demeanour and a commitment to learning and understanding your teams technical field, and your broader understanding of AGI, in order to inform how you enable people, teams and optimise research Knowledge of SQL and more sophisticated elements of Sheets (eg pivot tables, vlookup, index match) preferred and / or willingness to develop these skills Experience in solving complex operational challenges, and implementing sustainable solutions Experience with project management fundamentals (i. e. project definition, handling risk, dependencies and timelines, etc. ) Understanding of, and experience in, applying process improvement techniques Knowledge and expertise in project / program management with the skill to navigate through ambiguity and adjust and adapt plans and strategies as project conditions change Strong presentation skills, ability to develop relationships with key partners and use these to influence action and outcomes Provide coaching for individuals to overcome challenges and ensure the conditions are right to enable teams to produce pioneering and mission focused work Opening date: 19th July 2022 Closing date: 2nd August 2022 Competitive salary applies #LI-NS1",DeepMind,2022-08-05 10:08:56
33,Research Scientist,316391,https://boards.greenhouse.io/deepmind/jobs/469515,"At DeepMind, we've built a unique culture and work environment where long-term ambitious research can flourish. Our special interdisciplinary team combines the best techniques from deep learning, reinforcement learning and systems neuroscience to build general-purpose learning algorithms. We have already made a number of high profile breakthroughs towards building artificial general intelligence, and we have all the ingredients in place to make further significant progress over the coming year!","Design, implement and evaluate models, agents and software prototypes of perceptual processing. Report and present research findings and developments including status and results clearly and efficiently both internally and externally, verbally and in writing. Suggest and engage in team collaborations to meet ambitious research goals. Work with external collaborators and maintain relationships with relevant research labs and key individuals as appropriate. Work in collaboration with our Ethics and Governance teams to ensure our advances in intelligence are developed ethically and provide broad benefits to humanity.","In order to set you up for success as a Research Scientist at DeepMind, we look for the following skills and experience: PhD in a technical field or equivalent practical experience. In addition, the following would be an advantage: PhD in machine learning, neuroscience or computer science. Relevant experience to the position such as post doctoral roles, a proven track record of publications, or deep neural network architectures. A real passion for AI! Competitive salary applies",DeepMind,2022-08-05 10:08:56
34,"Research Scientist, Alignment",2223180,https://boards.greenhouse.io/deepmind/jobs/4136465,"At DeepMind, we've built a unique culture and work environment where long-term ambitious research can flourish. The Alignment team is responsible for identifying potential failures of intent alignment, and conducting technical research to prevent such scenarios from occurring. Our approach encourages collaboration with both the external AI alignment community, and all groups within the Research team at DeepMind.","Identify and investigate possible failure modes for current and future AI systems. Conduct empirical, conceptual, or theoretical research into technical alignment mechanisms that address these failure modes, in coordination with the team’s broader technical agenda. Collaborate with research teams externally and internally to ensure that AI research is informed by and adheres to the most advanced alignment research and protocols. Report and present research findings and developments to internal and external collaborators with effective written and verbal communication.","We look for the following skills and experience: PhD in a technical field or equivalent practical experience. In addition, the following would be an advantage: PhD in machine learning, computer science, statistics, computational neuroscience, mathematics, or physics. Research experience in and / or technical knowledge of AI alignment. A real passion for AGI safety. Competitive salary applies.",DeepMind,2022-08-05 10:08:56
35,"Research Scientist, Machine Learning, Scalable Alignment",2239951,https://boards.greenhouse.io/deepmind/jobs/4187868,"At DeepMind, we've built a unique culture and work environment where long-term ambitious research can flourish. Our special interdisciplinary team combines the best techniques from deep learning, reinforcement learning and systems neuroscience to build general-purpose learning algorithms. We have already made a number of high profile breakthroughs towards building artificial general intelligence, and we have all the ingredients in place to make further significant progress over the coming year!","Improve our understanding of what it means for an agent to do what humans want even in subtle cases, and design research plans and evaluation schemes that accurately measure this. Design, implement, and understand training processes for agents that learn from human interaction, incorporating ideas from machine learning, cognitive science, and related areas. Collaborate with research teams externally and internally to ensure that SAT’s work acts as a piece of a unified safety plan for AGI. Report and present research findings and developments to internal and external collaborators with effective written and verbal communication.","We look for the following skills and experience: PhD in a technical field, or equivalent practical experience. In addition, the following would be an advantage: PhD in machine learning, computer science, statistics, computational neuroscience, mathematics, or physics. Research experience in and / or technical knowledge of AI alignment or natural language processing. A passion for making AGI go well. Competitive salary applies.",DeepMind,2022-08-05 10:08:56
36,"Research Scientist, Scalable Deep Learning",2327929,https://boards.greenhouse.io/deepmind/jobs/4445808,"At DeepMind, we've built a unique culture and work environment where long-term ambitious research can flourish. Our special interdisciplinary team combines the best techniques from deep learning, reinforcement learning and systems neuroscience to build general-purpose learning algorithms. We have already made a number of high profile breakthroughs towards building artificial general intelligence, and we have all the ingredients in place to make further significant progress over the coming years!","Design, implement and evaluate scalable deep learning methods. Report and present research findings and developments including status and results clearly and efficiently both internally and externally, verbally and in writing. Collaborate with the team to meet ambitious research goals.","In order to set you up for success as a Research Scientist at DeepMind, we look for the following skills and experience: Experience writing research code in Python. PhD in a technical field or equivalent practical experience. An interest in the engineering of large-scale deep learning systems. In addition, the following would be an advantage: Previous experience with Transformer models or large-scale deep learning. PhD in machine learning, neuroscience or computer science. Competitive salary applies.",DeepMind,2022-08-05 10:08:56
37,"Senior Technical Program Manager, Applied",2199930,https://boards.greenhouse.io/deepmind/jobs/4111360,"The role of the Program Management team is to coordinate and enable our teams to be the best at what they do and to make fast-paced progress towards our mission. We continually pursue scalable and sustainable ways to optimize work on real world applications, cultivating an environment where people can be both highly collaborative and deeply creative, making responsible and pioneering research progress at pace. We build strong relationships with teams and team members, bringing clarity to ambiguity and providing stability during change. We continually deepen our domain knowledge, working alongside engineers, researchers, and product managers to execute on programs and projects with Google / Alphabet partners.","Manage the delivery of programs designed to achieve highly impactful applications of machine learning, keeping project teams focused and productive Deliver on cross-functional efforts to scale efficient operations and team development; evaluate and improve processes, tools, templates and documentation for repeatability and sustainability Conduct regular retrospectives on successes and failures and provide independent analysis; share lessons and insights across the wider business Learn new business and technical skills quickly, adapt to changing environments while providing day-to-day coordination and quality assurance for projects and tasks Lead and develop a dedicated team of program managers, assuming accountability for project allocations and goal delivery; develop a coaching relationship with team members, sharing feedback, challenging established ways of thinking and inspiring them to achieve their full potential; enable them to collaborate, gain new perspectives and solve problems","We highly value strong Program Managers who are willing to help out with whatever moves our projects forward. Extensive knowledge and expertise in program management, able to navigate through ambiguity and adjust and adapt plans and strategies as project conditions change Able to foster respect, inclusion, and collaboration when working with teams, and skilled in building relationships and fostering trust with a diverse group of people Excellent communication skills, with the ability to distill complex ideas to their essence Experience operating autonomously across multiple, distributed teams, with the ability to balance multiple projects and prioritize effectively Extensive line management experience Proactive about learning and acquiring knowledge to enhance your domain knowledge Technical degree or equivalent working knowledge Curious to learn about AI / machine learning research, and excited by the opportunity to solve AGI and the benefits this can bring to our world Preferred experience: Demonstrated understanding of how to successfully work with, advocate for and develop talented people from a wide variety of backgrounds, including non-traditional ones Closing date: 12 August",DeepMind,2022-08-05 10:08:56
38,"Software Engineer, Games",316392,https://boards.greenhouse.io/deepmind/jobs/3330088,"We’re keen to hire a Software Engineer to join our Worlds team, building games for AI agents.",,"You are a collaborative software engineer with a real passion for software creation and problem solving with an enthusiastic, can-do attitude to overcoming technical challenges. You’ll need a strong foundation in software engineering within a games setting and enjoy working on a wide range of challenging problems within a mission-driven team. In order to set you up for success as a Games Systems Engineer at DeepMind, we look for the following skills and experience: Software design and concurrent or distributed software architecture Proven C++ or C# enterprise programming experience In addition, the following would be an advantage: Rendering or 3D simulation experience Experience with build systems, tools development or performance optimisation Basic understanding of maths and statistics Python programming Competitive salary applies",DeepMind,2022-08-05 10:08:56
