,title,internal_id,url,description,responsibilities,qualifications,direction,company,depart_company,LocationName,publish_date
154,Cainiao Network Chief Account Russia Moscow,tJcZKaMBvDUvwnPOahChHw%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=tJcZKaMBvDUvwnPOahChHw%3D%3D,"1. To take responsibility of IC Entry Review and statutory report 2. Ensure the monthly / quarterly / yearly closing and financial reporting package timely &accurately 3. Review reconciliation of accounting records with operation date and organize corrective measures if necessary 4 to take lead in finance related project to meet the requirement of reporting and business needs ,such as M&A. etc 5 . to coordinate with local and global functions for any local accounting issues if needed 6. be responsibility for the monthly tax reporting ,planning ,analysis ,dealing with tax bureau and government meeting or inspection; 7 Implement & monitor the internal control process ,identify tax influence and provide solution; 8. be responsible for internal / external audit 9 ensure compliance of financial policies and approval level on all types of spending and expenses 10. Budgeting ; Leads and manages the annual budget process by preparing and presenting and budgets through proactive collaboration with the management team",Nan,"1. Accountancy with relevant background and experienced in managing a team 2 . 5+yrs working experience in relevant industries or big four accounting firm at least Sr, Level ,US listed company exposure would be a plus; 3 Detailed knowledge of reporting requirements ,local tax laws ,foreign exchange and related issues 4. Excellent excel PPT ,and word skills . has to very familiar with IC 5 Good command of English and Russia ,reading ,writing and speaking . Chinese language would be a plus",Integration - Integrated management,Alibaba,供应链财务,"Moscow,Russia",Nan
155,"Cainiao Network Senior Manager, Planning and Solution Cargo",arFSg7Pw0sNqI4YW5X47%2FQ%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=arFSg7Pw0sNqI4YW5X47%2FQ%3D%3D,"Reporting to Cargo Business Director of the logistics centre, you will be the core team member of delivering strategic project management and advising solution to complex business issues from strategy to execution. You will be tasked with the overall design, planning, and implementation of strategic projects and solutions including strategy development, solution development, commercial considerations, partner identification, risk management and corporate governance / compliance control. Your key focus will be to ensure that all deliverables are completed on schedule, within budget and at the highest levels of quality. -Support senior management in formulating plans, initiatives, programmes and measures of delivering strategic project management and advising solution to complex business issues -Be accountable for managing project timeline, creating and maintaining detailed project plan, and ensuring the successful implementation of strategic projects and initiatives -Collaborate with business development, operations and other functional team to manage strategic projects and initiatives in line with overall business objectives -Anticipate the needs from the Customers, Shareholders and Stakeholders, then develop and discuss potential solutions, even before they are required -Work in conjunction with business development and operations team in developing and executing practical solutions to address / to exceed the customers’ expectation on each business opportunities -Collaborate with business development and finance team in preparing and reviewing the commercial aspects of the RFP and strategic bid including investment appraisal, costing and pricing models as well as business conditions establishment -Conduct data analysis and market research to synthesize disparate trends and provide meaningful insights -Be actively identify trends and emerging issues that impact our business objectives and make recommendations on alternative courses of actions and solutions -Prepare and report the annual budget plan of the cargo department -Support change management including the revision or formulation of new policies and controls aligned with regulatory and compliance guidelines and requirements -Support and assist in relevant service delivery and compliance related licences’ application and approval from the government authorities and / or industrial bodies",Nan,"-University graduate or equivalent, advanced degree in related field is advantageous -Familiarity with Hong Kong air cargo, air transportation, express or logistics market ecosystem and development, and with global exposure is an advantage. -7+ years of experience in the air cargo, freight forwarding, logistics, or supply chain related background -Demonstrate working knowledge / experience in solution implementation, project planning and management, business analysis and / or strategic initiatives development -Ability to work with cross functional team to identify opportunities, to drive resolution of complex matters, and to translate business issues into solutions -Attention to detail, superb planning and organization skills, and strong sense of ownership -Ability to create and organize business information while developing it into insightful and professional reports and presentations -Exposure to technology solutions in logistics industry is an advantage -Strong analytical and problem solving abilities to think laterally and navigate quickly -Good influencing skills and conflict management / resolution skills -Excellent interpersonal and communications skill -Excellent command of spoken and written English, Chinese in Cantonese and Mandarin",物流-地产,Alibaba,青鹬项目,Hong Kong,Nan
156,"Ant Group Senior Business Operations Manager, Online Payments International BG",8l41YvhXWAHOL1NQVO4lCQ%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=8l41YvhXWAHOL1NQVO4lCQ%3D%3D,"- Draft business requirements for online payments and work closely with product and engineering teams to deliver projects - Prioritise key projects to undertake and grow the payments business - Manage and run payments business operations including ensuring healthy payment success rate, driving growth of digital payment method adoption, running campaigns and resolving operational issues - Address regulatory requirements and audit as a key business owner - Manage internal and external stakeholders including preparing and providing periodic updates on payments business - Translate local insights and trends to product features and campaigns that benefit the local users",Nan,"- Bachelor Degree in Business, Accounting, Information Systems, Finance, or equivalent work experience with at least 6 to 8 years of working experience - Product related experience is preferred - Possess strong business analytical skill - Possess strong client relationship management skill - Meticulous and organised with strong execution skills - Self-driven with demonstrated success of delivering significant business impact - Excellent command of spoken and written English and Mandarin to communicate with our Mandarin-speaking stakeholders",Operations - Integrated management,Alibaba,运营中心,"Singapore,Singapore",Nan
157,Alibaba Group Staff Engineer-Hologres Sunnyvale,_LZKOpPvnmr7B5SfvZgMKQ%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=_LZKOpPvnmr7B5SfvZgMKQ%3D%3D,"Build next-generation one-stop real-time data warehouse that enables multi-dimensional analysis on terabytes of data in sub-seconds and online KV serving. With storage computation decoupling, this product enables ""one data, multi workload"" in the real-time warehouse, bringing real-time data processing to a new level. This product is fully compatible with the open-source database PostgreSQL and seamlessly integrates with big data ecosystems.",Nan,"- 1. Solid computer science background, good understanding in data structure and algorithms - 2. Proficient in C++, excellent debugging / profiling ability and experience - 3. Familiar with big data engines, e. g. Clickhouse, Greenplum, Spark, is a plus - 3. Object oriented programming, outstanding design and architecture skills - 4. Experience with big data development. experience with large scale clusters a plus - 5. Solid software development skills, prefer candidates familiar with agile development process",Technology - Development,Alibaba,Hologres,"Sunnyvale,California,United States",Nan
158,Cainiao Logistics Operations Specialist Europe & Southeast Asia,4BOCseVvKZJqgLBSL5cqMg%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=4BOCseVvKZJqgLBSL5cqMg%3D%3D,"1. Support operations leadership team in daily management, communicating with internal and external suppliers 2. Working to KPIs 3. Thinking analytically about project management with attention to detail",Nan,"1. Experience with planning, performance metrics, process improvement, and lean techniques 2. Strong analytical capability 3. Flexibility to work a variety of hours as business demands",Integration - Logistics,Alibaba,西班牙国家运营,"Madrid,Spain",Nan
159,Ververica Senior Software Engineer Berlin,ABrt9JSy38kb3U%2Fo2JbHVQ%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=ABrt9JSy38kb3U%2Fo2JbHVQ%3D%3D,"We are seeking full-time Senior Software Engineers to join our development teams at Ververica. In this role, you will work on building data-intensive solutions and report to the Head of Engineering. We believe in a flat hierarchy and create teams around subject matters expertise. You will have the opportunity to become part of one of the biggest and most active open source communities and do work that has a visible impact. Connect with users around the world and contribute to bleeding-edge tech or be an advocate for new approaches to long-standing problems. We are a highly motivated software company originally from Berlin, Germany now operating globally. We love open source but understand commercial needs as well. We are following an open-core business model looking for additional talents helping us achieve our goals and that of our parent company. We are not a start-up anymore, your employment is backed by one of the largest tech companies. At Ververica we embrace diversity and diversity embraces us. If you feel you can add to it, please apply! And if not, still apply – we love diverse skills just as much. As Senior Software Engineer you already have experience in that space, you know how to write efficient and maintainable code – and if you bring a strong vision to the table, even better! This position is for you if you enjoy taking end-to-end responsibility for building solutions to challenging problems. You like working in a team and take ownership for the parts of the product / project you work on. As a senior engineer, you have good experience in software engineering and data-intensive technologies, and you like to share your knowledge with your colleagues and be part of creating an environment where everyone grows. You care about open source and community, and it is important for you that users of your work have a good experience. And when you are not working with on code, there are plenty of opportunities at Ververica to learn more about Flink, contribute to the products and other offerings, and help evangelizing to users around the world. What you will do all day is … … to use your experience to solve challenging data engineering and stream processing problems for our customers, … working on open source and closed source products, … taking end-to-end responsibility (problem breakdown, design, implementation, testing, documentation) for new features, improvements, and fixes, … coordinating across groups of developers (depending on level), … taking ownership of components of the projects / products, including shaping their direction, … being a mentor to junior developers to help them grow, … getting support in becoming an active member of the Apache Flink community, … if interested, speaking, and writing about your work internally and externally.",Nan,"You will love this job if you … … have several years of industry experience, or academic experience, … bring a deep understanding of Java and JVM mechanics, … have good knowledge of distributed and database systems, … have experience in building data-intensive applications or solutions, … are a good programmer, have a good grasp of data structures and algorithms, … have software engineering skills like - knowing how to write clean, testable, and maintainable code - writing documentation - having experience in breaking down complex tasks into well-defined sub-problems - understanding of simple and robust designs, including designing APIs … can debug and fix complex problems in distributed systems, … can mentor other developers, teach them through collaboration, … are interested in open source, working with users, and excited about the opportunity, open source offers to them.",Technology - Development,Alibaba,Ververica,"Berlin,Germany",Nan
160,Ververica Cloud Engineer Berlin,MuK_fnMfbihxAoKAOHlpoA%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=MuK_fnMfbihxAoKAOHlpoA%3D%3D,"We are seeking full-time Cloud Engineers of all levels to join our engineering team at Ververica. In this role, you will work closely with Apache Flink development teams and will take the responsibility of building next generation multi-cloud infrastructures and solutions for Apache Flink. You will have the opportunity to contribute to cutting-edge technology and be an advocate for new approaches to long-standing problems. Ververica is the original creator of Apache Flink, the open source unified batch / stream processing system powering solutions and applications for all types of companies, from tech giants (Alibaba, Amazon, Netflix, etc) to more traditional enterprises like banks and telecommunications companies. We contribute heavily to Apache Flink while building enterprise-grade SaaS products on top of Flink. We love open source and understand commercial needs as well. We are following an open-core business model looking for additional talents helping us achieve our goals. As Cloud Engineer, you will work closely with Flink engineers, product and technical account management teams to build next generation multi-cloud infrastructures Flink will be running on. You will be the go-to person for any cloud-related topics. Scalability, reliability, and maintainability will be under your management. You will extend your knowledge and enter one of the hottest cutting-edge technology territories - distributed data processing. What you will do all day is … … building a managed service on top of Apache Flink, … be mentored by talented colleagues distributed around the world, … be part of shaping the direction of data stream processing in the cloud era, … develop new features, improvements, and fixes; accept end-to-end responsibility, jointly with other developers, … take care of site reliability, scalability, and maintainability, … work on open-source and closed-source products, … work on cutting-edge technology in unified data processing, event-driven applications, data-intensive systems, and machine learning, … be encouraged to become an active member of the Apache Flink open-source community, … support and collaborate with open-source users through open-source channels, … support and work with customers, … if you want, we support you to present (y)our work at conferences, meetups, or write articles.",Nan,"You will love this job if you … … have a strong aptitude for programming and understanding of programming fundamentals (i. e. data structures & algorithms, distributed systems principles), … have experience in building a managed cloud service for data-intensive systems, … welcome the challenges of working closely with cloud infrastructure and have experience with topics such as Kubernetes operators, API design & management, distributed databases, cloud providers (e. g. , AWS, Azure, GCP, AliCloud), … are generally familiar with site reliability engineering, … are skilled in analyzing and dissecting problems, … want to learn and grow as an engineer in the data-intensive domain, … collaborates well in a global and remote team environment, … are excited about working on open-source software and interacting with users have experience with Java (or another JVM language).",Technology - Development,Alibaba,Ververica,"Berlin,Germany",Nan
161,Ververica Solution Architect / Sales Engineer Berlin,UZGy06uDJhd8ndfiVH1aJA%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=UZGy06uDJhd8ndfiVH1aJA%3D%3D,"We are seeking full-time Solution Architects / Sales Engineers of all levels to join our pre-sales team at Ververica. In this role, you will work alongside sales colleagues as their technical conscience. You will also have the opportunity to support our clients independently and directly, ie. during their evaluations, escalated support issues or training and consulting enquiries. As Solution Architect / Sales Engineer you like working with external clients, the open-source community and internal colleagues alike. You will be the go-to person for any technical topics in the sales process and will also assist in bringing your clients up-to-speed. You will work with engineering teams inside of our customers to build the best possible stream processing architecture for their use cases, both in their data centers and Clouds. This includes reviewing their architecture, potentially giving guidance on how they design their Flink applications and helping them take their first steps with our products. Some of the customer engagements will be carried out remotely, but the position may also include traveling to customers to help them onsite. What you will do all day is … … to use your experience to solve challenging data engineering and stream processing problems for our customers, … to meet with customers, understand their requirements, and help guide them towards best-of-breed architectures, … to provide guidance and assistance during the implementation phase and make sure projects end in successful production deployments, … to become an Apache Flink and stream processing expert.",Nan,"You will love this job if you … . . . already have some years of experience in a similar or related job (ie. as software engineer) for senior positions, … have some experience in the major Public Clouds (AWS, Azure, GCP) or Private Cloud environments or are interested in gaining it, … think Kubernetes, Data Warehouses and Data Lakes, Java or SQL are not planets, … are experienced in building and operating solutions using distributed data processing systems on large scale production environments (e. g. Hadoop, Kafka, Flink, Spark) or are interested, … love to spend the whole day talking about Big Data technologies, … are curious to learn and apply new things, … are open-minded and pragmatic, … have great English skills and like talking to customers.",Technology - Integration,Alibaba,Ververica,"Berlin,Germany",Nan
162,Ververica Solution Architect / Sales Engineer Sunnyvale,LjwXrymvE4yQcI0t9W2uXQ%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=LjwXrymvE4yQcI0t9W2uXQ%3D%3D,"We are seeking full-time Solution Architects / Sales Engineers of all levels to join our pre-sales team at Ververica. In this role, you will work alongside sales colleagues as their technical conscience. You will also have the opportunity to support our clients independently and directly, ie. during their evaluations, escalated support issues or training and consulting enquiries. The work As Solution Architect / Sales Engineer you like working with external clients, the open-source community and internal colleagues alike. You will be the go-to person for any technical topics in the sales process and will also assist in bringing your clients up-to-speed. You will work with engineering teams inside of our customers to build the best possible stream processing architecture for their use cases, both in their data centers and Clouds. This includes reviewing their architecture, potentially giving guidance on how they design their Flink applications and helping them take their first steps with our products. Some of the customer engagements will be carried out remotely, but the position may also include traveling to customers to help them onsite. What you will do all day is … … to use your experience to solve challenging data engineering and stream processing problems for our customers, … to meet with customers, understand their requirements, and help guide them towards best-of-breed architectures, … to provide guidance and assistance during the implementation phase and make sure projects end in successful production deployments, … to become an Apache Flink and stream processing expert.",Nan,"You will love this job if you … . . . already have some years of experience in a similar or related job (ie. as software engineer) for senior positions, … have some experience in the major Public Clouds (AWS, Azure, GCP) or Private Cloud environments or are interested in gaining it, … think Kubernetes, Data Warehouses and Data Lakes, Java or SQL are not planets, … are experienced in building and operating solutions using distributed data processing systems on large scale production environments (e. g. Hadoop, Kafka, Flink, Spark) or are interested, … love to spend the whole day talking about Big Data technologies, … are curious to learn and apply new things, … are open-minded and pragmatic, … have great English skills and like talking to customers.",Technology - Integration,Alibaba,Ververica,"Sunnyvale,California,United States",Nan
163,Alibaba Cloud Intelligence Business Development Manager (Financial Industry) Hong Kong,kylKCublSDy8BSgEmo%2F5AA%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=kylKCublSDy8BSgEmo%2F5AA%3D%3D,"1. Establish relationships with new clients and secure contracts to achieve assigned sales quotas and targets. 2. Maintain a high level of relevant domain knowledge in Financial Industry in order to have meaningful conversations with prospects. 3. Prospect for potential customers using various direct methods such as calling and face to face meetings, and indirect methods such as networking to develop Public Cloud and Fintech opportunities. 4. Drive the entire sales cycle from initial customer engagement to closed sales 5. Work with marketing to plan and execute lead generation campaigns.",Nan,"1. Bachelor's degree in business or technology. >5 years technology related business development or sales experience. 2. Effective communicator and team player. 3. Proven track record of territory growth and quota attainment covering financial accounts in Hong Kong. 4. Familiar with Fintech & Public Cloud Computing. 5. Fluency in English, Mandatin & Cantonese.",Market Development - BD,Alibaba,HTMP,Hong Kong,Nan
164,Cainiao Network Partner and Facility Manager Europe & Southeast Asia,wrS1bRRLYs7yrFiWs%2Fso5A%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=wrS1bRRLYs7yrFiWs%2Fso5A%3D%3D,"The Facility and 3rd part Manager is part of the CIANIAO France operations team, and its main objective is to ensure the proper functioning of operations, through the management of suppliers and third parties that are part of our operations. We are looking for a transport commissioner, capable of monitoring and managing our partners, in addition to coordinating the services of third parties in our facilitiesOur new Facility and 3rd part Manager must be methodical, rigorous, with good communication and teamwork skills, with good adaptability to changes and a positive attitude towards challenges. He reports directly to the Operations Manager in France, and is based in our main warehouse in the Roisy sector (CDG)",Nan,"Tasks : 1）Management of services and suppliers of CAINIAO France facilities - Carrying out tenders and search for suppliers according to the requirements of the operation - Tracking payments and fulfillment of services - Control of the SLA and periodic evaluation of suppliers - Schedule regular meetings with suppliers and with the operations team 2）Local service management: - Ensure the proper functioning of the facilities, management of preventive maintenance services and repairs 3）Coordination and control of operational tasks - Coordinate an operational team of supervisors (1) for the management of technical visits - Ensure shipments of spare parts for the locker network and coordinate with the team in charge the control of stock of spare parts 4）Third Party Compliance Check - Document management and programming of internal audits Required Skills and Traits: 1）Good relational skills 2）Experience in team animation and dealing with suppliers 3）Ambitious, positive and challenge lover Required Knowledge and Experience: 1）Transport Commissioner with a Logistics Operations Management Diploma or similar 2）3 years of experience in transport logistics, desirable experience in last mile logistics or linehaul operations 3）Minimum 2 years of experience in managing third party contracts 4）Fluent written and oral English 5）Good command of office tools",Operations - Merchant operations,Alibaba,法国国家运营,"Paris,France",Nan
165,Ant Group Money Laundering Reporting Officer (MLRO) International BG,mnYeOJX0MNywUidmNL8quw%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=mnYeOJX0MNywUidmNL8quw%3D%3D,"- Act as key person for the oversight of all activities relating to AML / CFT and sanctions matters for a Singapore entity, including the implementation of effective and sustainable controls - Handle and advise internal stakeholders on AML / CFT and sanctions related enquiries - Carry out AML / CFT and sanctions risk assessment at the entity level and on products and services offered - Formulate, implement and perform periodic reviews of AML / CFT and Sanctions Programme, policies and procedures - Identify and mitigate potential areas of AML compliance vulnerability and risks / gaps - Ensure a speedy and appropriate reaction to any matter in which money laundering, terrorism financing or sanctions breach is suspected - Actively identify and report suspicious transactions by reviewing internal disclosures and act as the main point of contact with the Singapore regulators and law enforcement agencies - Monitor, keep abreast and assess impact of AML / CFT and sanctions regulatory developments - Ensure AML / CFT and Sanctions training for employees is adequate, appropriate and effective - Provide support / guidance to senior management and communicate key AML / CFT and sanctions issues - Collaborate with Compliance and other risk and control departments to address AML compliance issues and engender a culture of compliance within the business",Nan,"- University Graduate with at least 7 years of relevant AML experience and expertise within financial services or payment industry - Familiarity with Singapore AML / CFT and sanctions laws and regulations - Technically-inclined with an ability to engage and work with technology specialists and - Ability to navigate and adapt in a fast-paced rapidly evolving environment - Ability to work under pressure, meet deadlines and work effectively with multiple stakeholders - Proficient in English and Mandarin for communication with our Mandarin-speaking stakeholders",Integration - Legal affairs,Alibaba,东南亚区域反洗钱,"Singapore,Singapore",Nan
166,蚂蚁集团 Senior Manager Policy&Governance,fxRsgjf%2FGfrvXUyx9ts8cA%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=fxRsgjf%2FGfrvXUyx9ts8cA%3D%3D,"As the AML management team member, the senior manager serves as the key management staff supporting the Head of AML, providing critical coverage across namely policy and governance. The incumbent will have oversight and responsibility for: 1. Policy – to ensure that the right AML and sanctions and other relevant policies and procedures such as customer risk assessment, Institution Risk Assessment methodologies are formulated and put in place for International Group and its entities, and promote awareness. This position is required to: a)work closely with Group entities to formulate, implement Group wide AML, sanctions and other relevant policies and procedures; b)identify changes in laws and regulations which impact the firm’s AML, sanctions and other relevant policies and procedures and timely update the Group policies and procedures; c)provide guidance and training to Group and its entities and business units on implementation of policies and procedures, and how to comply with the relevant laws and regulations. 2. Governance – to build and strengthen the governance oversight and enable the function to efficiently manage Business-As-Usual and also projects. This position is required to: a)proactively manage all the issues owned by the function to ensure that the actions are in line with Group’s standards and direction; b)lead key processes such as organising governance committees, governance reporting, including reporting to senior management committees of the firm; c)handle, challenge and oversee all strategic initiatives and ensure that they align with the standards, policies and procedures; d)enhance strategic planning and governance which support International business units and entities.",Nan,"1. A minimum of 8 years’ relevant Compliance experience obtained in the finance or banking or Techfin industry; 2. In-depth knowledge of banking and financial and Techfin sector laws and regulations in the AML and sanctions'area is preferable; 3. Ability to understand the business, analyze issues and formulate appropriate recommendations; 4. Self-motivated, resilient, independent and able to work under pressure; 5. Excellent interpersonal and communication skills; 6. Good writing ability.",Integration - Legal affairs,Alibaba,反洗钱中心,Hong Kong,Nan
167,"Ant Group Product Manager, Payments Wallet International BG",OOso2lSPpJgMBo%2FcH4iAng%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=OOso2lSPpJgMBo%2FcH4iAng%3D%3D,"You will be a key member of Ant Group international product team to help achieve company’s global vision. You will design and execute the development and integration of world-class payment capabilities to strategic e-commerce platforms, empowering commerce-payment ecosystem in overseas emerging markets. You will take ownership of the products to ensure optimal user experience, operation efficiency, security and compliant to regulations. Responsibilities: · Play the role as a key product manager of digital wallet product which covers user acquisition, KYC / verification, top up / payment, promotion and every expects of a typical digital wallet service · Closely collaborate with strategic e-commerce platforms and other partners. Deliver and manage product solutions that help achieve business goals. · Articulate value propositions of business initiatives. Translate business requirements into product requirement that is concrete and clear for the development team to work on. · Understand competitive landscape in local markets, discover market insights and identify customer pain points · Take ownership of the product, manage short / long term product roadmap based on the business and customer value · Collaborate with different teams and stakeholders, project-manage and oversee E2E development process. · Understand user mindset and behavior through research, observation, data-analysis and E2E testing. Engineer and deliver frictionless and relevant digital wallet / payment experience to customers. · Act as an ambassador for the product internally and externally, and as the primary product contact for queries related to the product. · Understand, define and track product performance metric. Consistently iterate the products based on analysis of the product performance metric · Off-hour and on-site support to ensure product integrity during high traffic events",Nan,"· 3 years and above, with experience in product management or related role. Previous experience in digital wallet, payments or eCommerce industry / O2O scenarios is highly preferred. · Good understanding on digital wallet, payment technology, payment channels and industry players in Southeast Asia markets and / or European / Brazil markets. · Hands-on experience working with both business and technical teams. Experience in understanding business requirement and defining product specifications. · Strong analytical skills and proven ability of data-driven decision-making, ability to define and manage qualitative and quantitative research and measurement plans. · Strong organizational acumen – ability to thrive in a matrix environment where success depends on a high degree of cross-functional collaboration. · Can-do attitude, willingness to learn and listen, ability to work independently, and a strong drive to get things done.",Products - User types,Alibaba,钱包产品,"Singapore,Singapore",Nan
168,Ant Group Partnerships Lead (PH) International BG,6DLRkBKL_qlZZdXKReRjfA%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=6DLRkBKL_qlZZdXKReRjfA%3D%3D,- To drive partnership growth by widening network’s potential addressable base - To onboard new partners and ensure commercial success after onboarding - To assist Country Manager to manage day to day operations,Nan,- 5 years+ working experiences in payment / banking (related) industries - Financial Consultancy or investment banking experiences beneficial - Self-motivated and strong adaptability to multi-culture working environment,Market Development - BD,Alibaba,菲律宾,"Manila,Philippines",Nan
169,Ant Group Customer Success Manager London,16GDNLOL_Avd7hoyc53Wjg%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=16GDNLOL_Avd7hoyc53Wjg%3D%3D,"WorldFirst Customer Service Managers always put our customers first, demonstrating great product knowledge and an eagerness to provide relevant help as quickly as possible. Be it by phone, live chat, or email, CSMs communicate articulately and probe intelligently to gain insight into the customers' experience. We concentrate on providing truly excellent & speedy service, so that our customers happily continue to choose us & grow their businesses with WorldFirst day after day. We're a global team, our Merchant Services teammates are currently located in Sydney, Hong Kong, Singapore, Shanghai, Amsterdam and London. This means we're all about celebrating differences and standardising best practices whilst sharing our valuable learnings with each other. We're super communicators and collaborate closely with expert Relationship Managers, Sales & Partnerships teams to service and delight our customers. And being a financial company we're also naturally obsessed with ensuring airtight security alongside our Compliance and Onboarding teams. We fulfil a range of daily technical tasks such as calculating FX rates and spreads and manually booking trades, so we expect excellent attention to detail & provide lots of ongoing training to ensure our teams are well equipped to succeed. CSMs are critical in reflecting the 'customer voice' back to the business, so records must be kept updated and any issues quickly highlighted for urgent resolution. There are great opportunities to develop and grow for those who show a flexible and high growth mindset- WorldFirst is owned by Ant Group and there is lots of exciting change already underway. Customer Success Managers have arguably one of the best roles in the business- working in the heart of what matters every day with a fantastic team by your side",Nan,Keen client relationship / account management / customer service focus Professional Dutch & English speaker (German & additional languages preferred) Financial services experience preferred Excellent communicator- verbal and written High collaboration & team orientated ethic Strong numerical & analytical skills Fun seeker with a positive outlook on life Work from office minimum 2 days per week - Thursdays | 8:30-17:30 | Herengracht 448 | Unit 2. 1 | Amsterdam | 1017 CA,Customer Experience-Experience Management,Alibaba,商家服务平台&体验运营管理,"London,England,United Kingdom",Nan
170,Ant Group MarTech Product Owner (Data & Automation) London,GYMPI60PSm6X0eJW1KCWMw%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=GYMPI60PSm6X0eJW1KCWMw%3D%3D,"At WorldFirst, we’re embarking on a MarTech transformation, looking to build, best-in-class solutions to enable better marketing and customer experiences. We’re looking for a data-driven, customer-centric Product Owner to drive the agenda for its Data and Automation initiatives. You'll be adept at handling varied requirements across multiple stakeholders and prioritise accordingly. What you'll do: Agile Product Owner Act as the Product Owner in the Data and Automation Delivery teams Be the coordination point for Data / Automation requirements Close management of Data and Automation backlogs. Write complex user stories and acceptance criteria Work with Product Leads on to ensure sprint / delivery aligns with wider roadmap and MarTech programme Co-run agile ceremonies, such as backlog refinement and sprint planning alongside delivery leads, data architects, engineers and analysts Own delivery progress and manage blockers to maximise output Continuously find new ways of improving the Data and Automation product lifecycles to deliver value to customers quickly Product champion Be the go-to expert for your product and first-line response for technical Automation / Data queries Provide continuous support and training to stakeholders and end users to ensure best practice and so product capabilities are fulfilled Responsible for product governance, such as user access and permission management Represent marketing data and automation systems in wider global initiatives Assist in BI / data visualisation strategy Help define the product vision for marketing reporting and visualisation, e. g. dashboard structure, designs, purpose Own performance metrics for your domain, and communicate and prioritise accordingly",Nan,"Experience working in Agile product management for data or automation products / technology Strong knowledge of data engineering concepts and best practices, such as ETL pipelines, APIs and data warehousing Knowledge of data best practices, such as modelling, storage and compliance Experience in building automated capabilities using Salesforce Marketing Cloud across multiple channels Knowledge of wider automation landscape. Experience of implementing third-party automation applications and integrations Experience with Google marketing platforms Knowledge of BI tools, data visualisation and best practices Able to work independently in ambiguous situations and thrive in a fast-paced, dynamic work environment and under pressure and when priorities and / or targets change Entrepreneurial mentality - not afraid to test out new ideas and roll up your sleeves to get stuff done Able to across multiple geographic time-zones Proven track record of influencing teams both locally and remotely with an understanding of, and respect for, different working cultures Desirable: Experience implementing AI capabilities / machine learning Conceptual understanding of data science, and its languages and best practices Experience with, or knowledge of, China’s digital landscape",Product-Product Solutions,Alibaba,MarTech,"London,England,United Kingdom",Nan
171,Ant Group Lead Data Engineer (Marketing Technology) London,6YjdeGad1oH%2F_GNftz92FA%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=6YjdeGad1oH%2F_GNftz92FA%3D%3D,"At WorldFirst, we’re embarking on a MarTech transformation, looking to build, best-in-class solutions to enable better marketing and customer experiences. We’re looking for a highly skilled data engineer to help drive the MarTech data agenda forward. You'll have the opportunity to work on the mission-critical marketing and technology initiatives behind WorldFirst’s traffic, conversion, and analytics efforts. You'll have extensive knowledge of data engineering, and be able to deliver technical value across the full stack. You'll need to be analytical, think strategically, and be an integral counterpart to the Product Owner, advising on best-in-class solutions and data best practices. Play a lead role in the MarTech Data Engineering team and provide technical guidance to other team members Own technical management of data pipelines, models and data mapping Build and manage integrations, such as Salesforce CRM and Marketing Cloud, Google Marketing platforms, BigQuery, AWS, AliCloud, APIs and webhooks Deliver and continuously enhance marketing attribution model in accordance with best-in-class methodologies Represent MarTech Data technology in wider global data initiative and ensure MarTech data is aligned",Nan,"3+ years’ experience of data engineering with marketing technology Highly proficient data engineering skillset, including SQL, data warehousing, integrations – Python, SFTP, JavaScript, PHP Experience using agile development tools and working in an agile framework (e. g. GitHub, Jira) Have worked with REST APIs, and strong on standard methodologies for security and performance Knowledge of Google Marketing Platforms, e. g. Analytics, GoogleAds Experience with marketing automation platforms and integrations, such as Salesforce Marketing Cloud Knowledge of wider MarTech and Data markets and what technologies are available Appreciation of the end user and for why data solutions are required Able to work independently in ambiguous situations and thrive in a fast-paced, dynamic work environment and under pressure and when priorities and / or targets change Entrepreneurial mentality - not afraid to test out new ideas and roll up your sleeves to get stuff done Able to across multiple geographic time-zones Proven track record of influencing teams both locally and remotely with an understanding of, and respect for, different working cultures Desirable: Experience with BI and data visualisation tools e. g. Tableau, YellowFin, Power BI Experience with digital personalisation capabilities Experience with, or knowledge of, the China digital landscape",Product-Product Solutions,Alibaba,MarTech,"London,England,United Kingdom",Nan
