,title,internal_id,url,description,responsibilities,qualifications,company,location,department,publish_date
135,Ant Group Customer Success Manager FTC 12 months Amsterdam,16GDNLOL_Avd7hoyc53Wjg%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=16GDNLOL_Avd7hoyc53Wjg%3D%3D,"WorldFirst Customer Service Managers always put our customers first, demonstrating great product knowledge and an eagerness to provide relevant help as quickly as possible. Be it by phone, live chat, or email, CSMs communicate articulately and probe intelligently to gain insight into the customers' experience. We concentrate on providing truly excellent & speedy service, so that our customers happily continue to choose us & grow their businesses with WorldFirst day after day. We're a global team, our Merchant Services teammates are currently located in Sydney, Hong Kong, Singapore, Shanghai, Amsterdam and London. This means we're all about celebrating differences and standardising best practices whilst sharing our valuable learnings with each other. We're super communicators and collaborate closely with expert Relationship Managers, Sales & Partnerships teams to service and delight our customers. And being a financial company we're also naturally obsessed with ensuring airtight security alongside our Compliance and Onboarding teams. We fulfil a range of daily technical tasks such as calculating FX rates and spreads and manually booking trades, so we expect excellent attention to detail & provide lots of ongoing training to ensure our teams are well equipped to succeed. CSMs are critical in reflecting the 'customer voice' back to the business, so records must be kept updated and any issues quickly highlighted for urgent resolution. There are great opportunities to develop and grow for those who show a flexible and high growth mindset- WorldFirst is owned by Ant Group and there is lots of exciting change already underway. Customer Success Managers have arguably one of the best roles in the business- working in the heart of what matters every day with a fantastic team by your side",Keen client relationship / account management / customer service focus Professional Dutch & English speaker (German & additional languages preferred) Financial services experience preferred Excellent communicator- verbal and written High collaboration & team orientated ethic Strong numerical & analytical skills Fun seeker with a positive outlook on life Work from office minimum 2 days per week - Thursdays | 8:30-17:30 | Herengracht 448 | Unit 2. 1 | Amsterdam | 1017 CA,,Alibaba,"Amsterdam,Netherlands",商家服务平台&体验运营管理,2022-06-10 18:39:05
136,Ant Group Technical Writer OceanBase,7TJC85V1asEsm_QKh2nsNg%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=7TJC85V1asEsm_QKh2nsNg%3D%3D,"1. Cooperate with R&D engineers and product managers to write high-quality database content in English and ensure content is accurate and consistent with products. The content includes but is not limited to documents in the documentation center, UI texts, copywriting for the official website, sales materials, and videos. 2. Provide content support for users to get started with products, improve content quality and user experience, and handle feedbacks from users' point of view. 3. Create style guide and term base, formulate quality management rules and procedures, and make requirement management procedures. 4. Become an expert on OceanBase products from both technical and business standpoints, and test and verify the usability of products and content.","1. Bachelor degree or above in Computer Science, English, or related majors. 2. More than 5 years' experience in writing content in English. 3. Self- and fast-learner interested in new technologies and proficiency in understanding complex technologies. 4. Spirit of teamwork. 5. Ability to manage competing priorities in a fast-paced environment. 6. Proactive, efficient, and detail-oriented. 7. Familiar with technical content style guides and Simplified Technical English (STE). 8. Experience in databases, cloud computing, or big data. 9. TEM-8 level or equivalent. Preferred Qualifications: 1. Experience in using computer-assisted translation software, such as Trados. 2. Familiar with transcreation. 3. Information architecture ability.",,Alibaba,"Beijing,Beijing,China",产品部,2022-04-19 06:43:48
137,蚂蚁集团 数字科技线 本地化渠道运营专家,oNsAMnWOsx160QbMvbjRWg%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=oNsAMnWOsx160QbMvbjRWg%3D%3D,1. 了解跨境贸易现状、特点、供应链体系，围绕平台服务负责拓客渠道引入及机制设计； 2. 清楚客户需求及问题，通过运营本地化渠道资源，快速推广平台服务，推动服务规模； 3. 业务及数据敏感度高，对外贸行业及上下游产业链业务模式和痛点有深刻理解善于发现新业务机会，能够有效提供匹配的解决方案，具备互联网创新思维； P6 / P7均招,1、五年以上工作经验，有外贸经验或渠道管理工作经验佳，能根据所获得的信息分析客户需求，对业务机会有一定判断。 2、有商务及平台推广经验，具备良好的沟通能力和逻辑思维能力，能发现更多业务合作机会。 3、在团队和跨职能环境中具有高度的奉献精神；善于沟通合作，内驱、激情、乐观、抗压性和拥抱变化能力强。,,Alibaba,"Hangzhou,Zhejiang,China",贸易金融业务部,2022-05-24 09:37:59
138,蚂蚁集团 数字科技线 产品运营专家,BWG2O2zbL8NTI_5ajT2ucA%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=BWG2O2zbL8NTI_5ajT2ucA%3D%3D,1. 了解跨境贸易现状、特点、供应链体系，清楚客户需求及痛点，负责客户端推广及培育工作，并能推动平台服务的优化； 2. 参与产品建设和优化，实时监测业务开展情况，有效提升用户路径转化； 3. 内容沉淀运营，挖掘各种渠道，提升品牌影响力及对客端的服务渗透。,1、三年以上工作经验，有行业运营或用户运营工作经验佳，对客户需求有敏锐感知，有产品化思维，能根据所获得的信息分析客户需求，并通过产品功能解决。 2、产品运营经验，有线上营销经验佳，擅长数据化运营，有较强的数据分析能力和逻辑思考能力，能够系统分析问题，解决问题。 3、在团队和跨职能环境中具有高度的奉献精神；善于沟通合作，内驱、激情、乐观、抗压性和拥抱变化能力强。 P6 / P7均招,,Alibaba,"Hangzhou,Zhejiang,China",贸易金融业务部,2022-05-24 09:47:00
139,Ant Group Senior Compliance AML (EDD) Specialist Anext Bank,sxfGmkF3kwTQF0IEIL1aaQ%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=sxfGmkF3kwTQF0IEIL1aaQ%3D%3D,"- Manage EDD tasks in entirety with team members to ensure timeliness, accuracy and completeness for all types of EDD reviews - Perform QC on onboarding, periodic and trigger EDD reviews of all types of entity customers, particularly Asia Pacific SMEs on timely basis - Assist MLRO in providing expert and practical advice to internal stakeholders on regulatory requirements, policies, procedures, and areas of AML / CFT, particularly in the areas of customers’ KYC, name screenings and enhanced due diligence (EDD) - Develop, implement and maintain relevant policies, procedures, templates, manuals on AML / CFT controls framework - Manage all incidents, escalations and exceptions relating to EDDs, name screenings and AML solutions / systems - Develop a deep understanding of system capabilities, to propose and lead in system building or enhancements necessary to meet regulatory requirements, including and not limited to EDDs and name screenings - Manage and monitor performance of outsourced AML operations team and provide feedback / training where required - Design related MIS reports and present to Senior Management and / or Board of Directors, measuring success and performance of AML Compliance initiatives, program, operations, critical metrics, and KRIs - Conduct timely investigations and reviews on relevant customers risk areas and submit suspicious account report (SAR) where required - Execute post-STR actions on STR-filed parties to subject customers to enhanced due diligence where required - Conduct regular training to various stakeholders on AML / CTF matters - Monitor, keep abreast and assess impact of AML regulatory developments in Singapore - Support MLRO in executions of other ad-hoc key AML / CFT matters where required","- With at least 7 to 10 years relevant experiences in Anti-Money Laundering (AML) and Countering Terrorism Financing (CFT) in a banking environment, ideally corporate banks - Strong in leading, communicating and collaborating with critical thinking and analytical skills - Keen interests in managing system enhancements and implementation projects with passion to identify areas of automation and process improvements - Proficient in English and Mandarin to communicate with our Mandarin-speaking stakeholders",,Alibaba,"Singapore,Singapore",反洗钱,2022-06-24 05:23:00
140,Cainiao Legal expert Global Export,uRL0V1Z1l5bMS6KzDThaUQ%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=uRL0V1Z1l5bMS6KzDThaUQ%3D%3D,"1. 为菜鸟国际出口团队巴西区域的业务发展、本地网络建设、本地运营及合规事务提供法律支持。 Provide legal assistance for the business development, local network construction, local operation and compliance matters for Cainiao’s global export business in Brazil. 2. 对新业务类型、新业务模式进行调研、协议架构设计及法律风险分析评估，并提供整体法律支持。 Research and analyze on new business opportunity and new business models, provide legal advice, risk analysis and design contract structure, and assist on all relevant legal aspects. 3. 检索各类法律问题并提供咨询意见（数据合规等）。 Research and advice on different legal topics (data compliance, etc. ). 4. 起草、审核和修改各类合同（物流服务协议，采购协议，租赁协议及技术服务协议等）及法律文件，支持商务谈判、合同签署及履约管理。持续优化合同模板和法务流程。 Draft, review and revise various kinds of contracts (logistics service contract, procurement contract, leasing contract and technical service contract, etc. ) and legal documents, assist in commercial negotiation, contract execution and performance. Support the continuous improvement of standard form agreements and legal processes. 5. 单独或管理律师处理诉讼、纠纷及仲裁事宜； 协助处理突发风险事件，提供可行、可操作的解决方案 Separately or manage external lawyer to manage disputes, and litigation / arbitration matters. Assist in handling emergency issues, and provide practical solutions 6. 筛选高性价比的优质外部律师资源并进行有效管理。 Select high quality and cost effective external law firms and make well management. 7. 其他当地公司日常运营所需要的法务工作，包括管理当地公司的公司治理和后台法务事宜。 Provide legal support for other daily operation matters of local Cainiao entities in Brazil, including management of local corporate governance and company secretarial matters.","1. 当地知名学校法律类专业本科以上学历，具有当地法律执业资格。 Bachelor degree in law or above accredited from top ranked law school in Brazil, and bar admission in Brazil. 2. 三年以上跨国企业或知名律师事务所工作经验，具有中国企业工作经验者将优先考虑。 Minimum 3 years relevant experience in leading law firms / multinational environment, and work experience in Chinese companies is preferred. 3. 具备国际物流、货代行业和 / 或跨境电商行业工作经验。 Experience in international logistics / international freight forwarding business and / or cross border e-commerce business. 4. 能够独立为巴西本地业务提供法律支持，接受适度的管理，有能力分辨何时需要总部 / 外部支持。 Ability to function independently, with moderate supervision and awareness when to involve global team or external expert. 5. 适应有压力及多任务并行的工作环境，有能力处理高工作量，可区分工作优先级并效率工作。 Ability to work well under pressure and multi-task, and ability to handle high volume of work, recognize priorities, and manage time effectively. 6. 可以英语、葡萄牙语作为工作语言，具有优异的英语及葡语读写和谈判能力，具有一定中文能力者将优先考虑； Excellent speaking, writing and negotiating skills in English and Portuguese (as working language), and Mandarin Chinese is a plus. 7. 工作主动积极，具有团队精神，适应变化。 Proactive and team player, ability to adapt to changes.",,Alibaba,"Sao Paulo,Brazil",国际出口法务,2022-07-11 14:51:46
141,Ant Group Marketing Operations Manager (MY) International BG,84THE9U48IGkMykveDfmrw%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=84THE9U48IGkMykveDfmrw%3D%3D,"- Reporting to Head of Marketing Operations of the country based in Singapore, you will be responsible for overall marketing operation of Partner Digital Service (PDS) business and merchant partnership of Ant Group in Malaysia - You will be responsible for developing and execute country marketing strategies and plans to support business objectives and goals, including 2B and 2C metrics - You will lead several key account management, for day to day account management, plan and execute joint marketing plans to drive Alipay transactions as well as merchant sales growth - You will be responsible for end to end marketing operations; from merchant pitching with BD, merchant onboarding project management, marketing planning to campaign launch - You will be responsible for promotion of merchant D-store usage on different platforms. You will work with merchant to come out with promotion, to participate to platform’s promotion, to execute in-store visibility for merchant D-store etc - You will work closely with traffic platform of PDS partner to come out with plan to drive business for all D-stores on the platform - You will serve as the PM from our commercial team to work closely with merchant team, merchant’s SaaS vendor, internal product and tech team, to manage and deliver the Alipay+ D-store launch for merchants - You will need to analyze data about traffic, conversion, payment, and promotion, to perform necessary reporting as well as identify opportunities to further grow merchant’s D-store and Alipay transactions - You will need to work with PR and branding team to coordinate and execute local PR and branding events - You will need to handle day to day operation of campaign configuration, content management, POSM design and production, and account management","- University Bachelor’s degree and above in relevant fields such as marketing, informations systems, business administration, computer science etc. - Have a deep understanding of different offline merchant’s digitalisation requirement and pain-points, especially F&B category and tourism category - Familiarity with similar digitalisation solution product and its marketing approaches - Relevant working experience of above 5 years, prefer to be in marketing function for in an internet / digitalisation solution field. - Excellent marketing sense, strong in abstract thinking and systematic thinking and communication - Excellent leadership skill and execution skill, a good team player who is strong in project coordination and cross-functional influence - Proficient in English. Mandarin proficiency will be an added advantage when communicating with our Mandarin-speaking stakeholders - Optimistic, self-driven, and resilient",,Alibaba,"Kuala Lumpur,Kuala Lumpur,Malaysia",商家运营,2022-07-11 07:00:51
142,Ant Group Talent Acquisition Lead EMEA,9En7v%2FNXYc0EVMVfJwd8TA%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=9En7v%2FNXYc0EVMVfJwd8TA%3D%3D,"You will join a global Talent Acquisition team at Ant Group, Leading our European organizational and talent goals. You will be accountable for supporting our leaders and managers in delivering high quality recruitment processes, providing a best-in-class candidate experience and managing our recruitment channels effectively to locate and attract the right talent. In EMEA, you are primarily responsible for supporting our Commercial, Marketing, Product and corporate function hiring for WorldFirst business and Ant Financial Group globalization business in Europe. What you’ll do: -You will be a go-to Talent Acquisition Lead for EMEA. You will demonstrate confidence in managing multiple recruitment processes simultaneously and working with key business stakeholders and HR partners to effectively prioritise on-going hiring requirements. -Build partnerships with key stakeholders across the business, and position yourself as a recruiting and talent market expert -You’ll enjoy identifying different ways to build appropriate talent pipelines, including both traditional and cutting-edge techniques; advertising, social media, LinkedIn, events, networking, referral generation -Work in conjunction with hiring managers and senior leaders to create appropriate interview and assessment processes -You’ll own the recording of key talent acquisition metrics for your business leaders and assist with weekly / monthly reporting to TA leadership -You will support on ongoing recruitment capability improvements, including building out our recruiting infrastructure in existing and new European markets -You’ll love working collaboratively with your global talent acquisition counterparts helping to ensuring consistency and driving best practice in hiring processes. -Be responsible for supplying market trends and insights to the business through various means (agency relationships, events, networking) -Proving a best in class candidate experience to everyone you speak to","Who you are: -A TA enthusiast, willing to immerse yourself into your functions and the broader market to increase our recruiting capability for talent. -Previous experience recruiting junior-mid management level hires is essential, ideally working across corporate and commercial functions -Able to build great relationships with internal stakeholders and to act as a trusted partner on recruitment activities, talent acquisition trends and market competition -Proven track record of recruitment delivery; able to manage multiple recruitment processes, prioritising effectively and maintaining exceptional organizational skills to deliver hires in a timely manner. -Confident presentation and interviewing skills, with an understanding of fair, relevant and up-to-date assessment methods -Results orientated with a desire to continuously improve and build upon key individual recruitment metrics, contributing to overall Talent Acquisition function objectives. -Up to date with resourcing techniques and channels to enable effective headhunting of passive candidates. -Proactive networker with the ability to initiate and develop connections within relevant talent communities -Culturally aware and thoughtful about diversity and inclusion as part of the recruitment and talent building process -Awareness of key risks in relation to the end to end recruitment process, including the implication of key employment legislation and pre-employment vetting, application handling and visa issues -Business fluency in English. Other relevant languages include Mandarin, Dutch, German would be useful but not essential.",,Alibaba,"London,England,United Kingdom",招聘部,2022-05-16 18:22:00
143,Ant Group HR Business Partner Singapore,tf3JabWWc8xlxljJoTv0AA%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=tf3JabWWc8xlxljJoTv0AA%3D%3D,"As a HR Business Partner (HRG) based in Singapore regional office, you are accountable for the providing HR support to Ant Group business and employees across all Business Units in SEA region, including the main buckets below: 1. Assist in setting up HR Essential & Infrastructure towards best business efficiency, organizational effectiveness and employee experience. It’s including but not limited to policy, system, process, programs, compliance and risk management on manpower acquisition and management, employee relations, employee experience, wellbeing, employer branding and other complex HR issues. 2. Roll-out and execute Organizational Culture & Employee Engagement programs and initiatives. Together with Group OC team and regional leadership team, contribute to employee engagement and culture inclusion throughout various initiatives, to promote Ant Group Core Values, Diversity as well as Communications between HQ and Region. 3. Handle Talent Development life cycle in a thoughtful manner, including but not limited to new hire onboarding experience, leadership development program and performance review / promotion exercise, etc. 4. Talent insights: Analyze trends and metrics in partnership with the HR team to develop solutions, programs and policies in a data-driven methodology.","1. 5-8 years’ experience as a HR Generalist or HR Business Partner, preferably in employee engagement / talent management spectrum. 2. Prior experience in E-commerce or technology industry is an added advantage. 3. Good knowledge of local compliance and labor laws across South East Asian countries. 4. Excellent interpersonal skills. Fluency in English (both spoken and written) is mandatory; ability to converse in Mandarin in order to communicate effectively among internal stakeholders. 5. Be self-motivated, diligent, responsive, accountable and resilient. Able to work under constraints.",,Alibaba,"Singapore,Singapore",国际人力资源部,2022-07-15 10:16:11
144,"Ant Group Senior Manager, HK AML International BG",4pqIKVfCZ5GHgLQNH8GzxQ%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=4pqIKVfCZ5GHgLQNH8GzxQ%3D%3D,"Based in Hong Kong, this individual will be the key person of the Hong Kong AML Team to support various AML and sanctions initiatives. We are looking to hire a detail-oriented, hard-working senior compliance professional to join Ant Group. This person will work closely with regulators such as HKMA and JFIU, other AML team members, legal, risk management, data privacy and other legal / compliance professionals, as well as business and operation teams at Ant Group. The ideal candidate will be a confident self-starter with strong interpersonal and organizational skills, exercise good judgement, experienced in the relevant Anti-Money Laundering (“AML”), Counter-Terrorist Financing (“CTF”), and sanctions in payments or financial services industry, and with demonstrable ability to effectively and proactively engage and partner with the business in a fast-paced and engaging environment. Responsibilities - Act as the focal point for the oversight of all activities relating to the prevention and detection of AML / Sanctions / CTF in Hong Kong. - Provide support / guidance to the senior management to ensure that AML / Sanctions / CTF risks are adequately identified, understood and managed, in particular to communicate key AML / Sanctions / CTF issues including significant compliance deficiencies. - Carry out risk assessment at the enterprise level and on products and services offered by Ant Group in Hong Kong market. - Provide support and guidance to the Business Development team in relation to AML / Sanctions / CTF issues. - Work with in-house AML product and technology team to select and implement relevant technology solutions. - Actively identify and report suspicious transactions by reviewing internal disclosures. - Continuously develop and review the AML / Sanctions / CTF systems to ensure they remain up-to-date, meet current statutory and regulatory requirements and are effective in managing AML / Sanctions / CTF risks arising from the business. - Ensure AML / Sanctions / CTF staff training is adequate, appropriate and effective.","- At least 8 years of relevant compliance, regulatory or similar experience. - Strong regulatory compliance experience and demonstrable skills in AML, sanctions, risk management and HKMA regulatory management. - Knowledgeable in fintech, payment systems, money transmitter licensing or similar legal and regulatory requirements in Hong Kong and Asia. - A team player and the ability to work both independently and collaboratively with multiple teams located in different jurisdictions and under strict deadlines. - Excellent project management skills and sound judgement. - Self-starter with good attitude. Resourceful, adaptable and flexible in a highly engaging, demanding and rewarding environment. - Excellent written and verbal communication skills. Proficiency in English required. Mandarin Chinese desirable. International banking, relevant financial institution or Big4 consulting work experience a plus. - Willingness of travel. - Experience with e-commerce, payments, MSB, or financial services preferred. - Bachelor or Advanced degree in Accounting, Business or Finance; or equivalent work or compliance and legal experience would be an advantage.",,Alibaba,Hong Kong,东北亚区域反洗钱,2022-05-30 06:24:26
145,Ant Group Payment Business Solution Manager International BG,_VjwCUKiaTLwfBjPvr8Gsg%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=_VjwCUKiaTLwfBjPvr8Gsg%3D%3D,"You will be a key member of GSA (Global Strategic Accounts) Regional Payment Operations Centre to help achieve the company's global vision. We are aiming to provide the best payment experience to Ant's global strategic partners. As the business solution manager of new and existing accounts, you will be establishing a strong relationship with Ant's global strategic partners, helping them to define co-create scalable e-wallet and / or payment solutions & products, all with the goal to help our partners achieve their business goals. - Function as a business solution expert to present our products and value proposition in business development engagement with merchants. - Responsible for identifying good matches between merchant’s requirements and our e-wallet and payment product baseline, building business cases for merchant acquisition, driving the solutioning for possible gaps with PD, seeking approval for the solutions from compliance and prioritizing tech resources for implementation for new and existing accounts. - Responsible for defining and improving SOP for newly acquired merchants or newly established business service to ensure the optimal operation efficiency. - Take measures to address regulatory concerns and ensure business operations and product offering adhere to the ever-changing requirements of the regulator. - Manage internal and external stakeholders including preparing and providing periodic updates to them on the payments business - Translate local insights and trends to product features that enhance our product competitiveness.","- Bachelor Degree in Business, Accounting or Finance, or equivalent work experience with at least 4 to 8 years of working experience - Good knowledge of e-commerce, FINTECH, payment systems and money transmission business - Independent and self-driven, continuous breakthroughs and innovations - Knowledge of user acquisition and lifecycle management operations is highly desirable - Strong organizational and communication skills (with internal and external stakeholders), ability to break the boundary and execute to the last mile - Excellent command of spoken and written for both English and Mandarin to communicate with our Mandarin-speaking stakeholders",,Alibaba,"Singapore,Singapore",运营中心,2021-12-15 04:42:22
146,盒马 链路与项目管理专家 云超,6lzgbr_eyEy5BpB2E4hfRA%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=6lzgbr_eyEy5BpB2E4hfRA%3D%3D,1、业务协同，负责云超业务前中后端协同，包括营采、仓运配、供应链、产研、客服等部门牵引与横向沟通，保障业务高效运转 2、中台建设，基于云超业务运转，各个关键节点机制规则建设 3、链路管理，中后端（仓运配 / 供应链 / 产研 / 客服）链路优化与体验提升，打造高效、顺畅、低成本的履约链路 4、项目管理，基于业务发展需要的项目群设计与管理，创新项目规划与上线；,1. 大学本科以上学历，B2C电商项目管理、供应链管理、中台管理相关经验优先； 2. 规划与逻辑思维强，善于发现与解决问题； 3. 沟通能力强，能够较好得带动协同部门推进项目上线或问题解决； 4、对B2C行业有深刻理解，有拼搏精神，愿意接受挑战,,Alibaba,"Shanghai,Shanghai,China",运营综管,2022-07-27 08:22:00
147,菜鸟网络 业务运营管理岗 上海,mC1VwToehJGEWeg0UGuLsw%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=mC1VwToehJGEWeg0UGuLsw%3D%3D,1、负责揽收业务的实操SOP的实施，问题甄别，并能能根据业务需求完善流程设计及操作标准； 2、进行揽收实操标准化、站内操作标准化的制定和落地，优化作业实操和揽收效能； 3、设计区域内的路由流转链路，进行集货场地的选址规划和实施； 4、一线揽收人员的付费 / 补贴管理及优化，偏远及特殊场景的费用管控方案；,1、具备5年以上物流行业从业经验，3年以上快递行业区域管理及项目管理经验者优先； 2、具备敏锐的业务管理嗅觉，识别运营管理的的问题点，并能能根据业务需求完善流程设计及操作标准； 3、具备较好的场地标准化管理及业务标准化作业能力，并行程可以推进相关作业及优化的相关管理措施； 4、熟悉并能独立设计区域内的路由流转链路，具备快递集货网络及选址的规划能力； 5、熟悉一线人员管理，具备大型运营团队管理经验，了解成本优化相关举措，能根据不同业务场景及区域类型制定费用管控方案； 6、抗压能力强，机制制定和实施能力强，具备终结困难的能力，懂策略，能落地； 7、较好的沟通与协作技巧，具备良好的需求沟通和处理能力，构建良好的项目管理机制。,,Alibaba,"Shanghai,Shanghai,China",浙沪大区揽收项目组,2022-07-29 12:00:35
148,Ant Group Privacy Counsel - APAC International BG,z8urETJddNh9xXFJEYinhQ%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=z8urETJddNh9xXFJEYinhQ%3D%3D,"Team Introduction We are seeking a Data Privacy Counsel to support Ant Group’s business in APAC. The individual will work closely with business development personnel, financial institutions, risk management and other legal / compliance / AML / data privacy professionals, as well as tech and operations teams for Ant Group’s businesses globally. The Data Privacy counsel will work with such parties to implement and monitor data protection and privacy policies and ensure compliance with applicable data privacy law and regulations. Primary Responsibilities Product: - Provide privacy support to new product launches and initiatives in the APAC region such as attending product initiative meetings and advising on the data privacy pointers. - Analyze products, policies and initiatives to provide practical legal assessments of risk across multiple jurisdictions, with a particular focus on Singapore, Thailand, Malaysia, and the Philippines. - Coordinate surveys with external counsel across different jurisdictions to meet tight product launch timelines. Contracts: - Ensure company activities accord with applicable law in third-party relationships with privacy implications and support our legal teams involved in privacy negotiations. - Work with legal team and product teams closely on supplier due diligence. Compliance: - Advise on and help manage privacy compliance requirements across APAC, with a particular focus on Singapore, Thailand, Malaysia, and the Philippines, including reviewing and drafting privacy notices and privacy policies, managing data access and data subject requests, and conducting internal training on data protection and privacy. - Understand and interpret applicable privacy laws and other legal and regulatory requirements and licensing conditions with respect to data protection and privacy, and work with other legal and compliance teams, business teams, as well as Info-security, IT and customer services to implement privacy requirements. - Monitor, analyze and respond to developments in data protection and data security in the APAC region (i. e. , new laws, regulations, important judgments, regulatory guidance, etc. ) and provide practical legal advice in cross-functional, multinational projects to ensure compliance with applicable laws and to mitigate legal risks across multiple jurisdictions. Other duties: - Assessing legal risk, performing privacy impact assessments. - Training employees on data privacy laws and practices, conducting legitimate interest assessments. - Assisting with incident reporting and investigation, collaborating with product counsel to ensure legal requirements and privacy controls are implemented in products. - Support audit exercises, due diligence exercises and license application processes.","- Qualified to practice law in an APAC jurisdiction (either Singapore or Hong Kong preferred). - 3-8 years of relevant post-qualification legal experience (e. g. at a law firm or as in-house counsel). Privacy experiences preferred. - A team player who can effectively work with stakeholders cooperatively and efficiently. - Working language in English and must be business proficient in Mandarin). Preferred Experience: - While we are open to candidates from all backgrounds, experience working in-house with mobile application development, social networking, machine learning, or other Internet technologies would be an advantage. - Demonstrated experience counseling global, cross-functional teams regarding data privacy. - Familiarity with financial services industry and payment processing. - Demonstrated ability to work independently in fast-paced environment and provide pragmatic and considered advice under tight deadline. - Possess a practical approach to problem-solving and be able to counsel internal clients with clear, concise and creative advice on timelines to meet business needs. - Experience in financial services (preferred).",,Alibaba,Hong Kong,欧洲隐私,2022-05-17 14:06:10
149,Ant Group Senior Product Counsel International BG,VyJInABYLfeW6V3hv6c6BA%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=VyJInABYLfeW6V3hv6c6BA%3D%3D,"We are seeking a senior product counsel to support “Alipay+” payment and marketing solutions. Alipay+ payments is a B2B payment solution enabling mobile payment apps to be accepted at global merchants. We partner with fintech players and banks on a global scale, providing product solutions for online payments and for offline payments leveraging Alipay’s QR code technology. Alipay+ marketing comprises a digital rewards platform for mobile payment app users, and other tech solutions to enable merchants to connect with buyers “in the palm of their hand” through mobile apps. This role can be based out of Singapore, Hong Kong or Shanghai and will be part of a collaborative, sophisticated and experienced legal team supporting Alipay+ payment and marketing. He / she will report to Legal Director, Lead Counsel Alipay+, who in turn reports to the head of Ant’s International Legal Team. - This individual will be legal point person for the Alipay+ marketing solutions business team, providing full legal support for cross-jurisdictional roll-outs of new digital marketing products and initiatives. At the same time, he / she will be legal lead for projects across the full range of Alipay+ payment and marketing initiatives, focusing on specific countries in the Asia region. - This individual will play a key role from inception to launch of new products, advising on contract structure and product design to make sure that we comply with relevant regulations while meeting our customers’ needs. He / she will draft and negotiate commercial contracts with fintechs, banks, global merchants, Saas providers, app operators, and other partners, and draft and maintain user T&Cs. He / she will work closely and actively align with subject matter experts in compliance, AML, data privacy and IP, as well as stakeholders in product, tech engineering, risk, finance and tax. - With a focus on specific Asian countries, this individual will also be our in-team expert on applicable laws and regulations in these countries, staying up to date on the latest regulatory developments relating to payments, marketing and digital marketing / ad tech. - This individual will be a core member of the Alipay+ legal team, within the larger Ant International Legal team – a supportive team of seasoned legal professionals. He / she will help us to develop and maintain a scalable contractual framework and user friendly legal and regulatory knowledgebase, and actively contribute to our continuous efforts to increase our team’s work efficiency and effectiveness.","- Juris Doctor or equivalent in good standing - Qualified to practice law in the United States, England and Wales, Singapore, Hong Kong, the PRC, Canada or Australia - At least 10 years of legal work experience. In-house experience, ideally in the financial services, fintech or digital marketing space, will be viewed favorably. - Fluent in English and strongly proficient or fluent in Mandarin (speaking and reading); additional language skills will be viewed favorably. - Experience and well-honed skills in assessing regulatory / compliance requirements, ideally in relation to payments, financial services, digital marketing or technology products / platforms - Strong commercial contract skills – contract structuring, drafting and negotiation / execution. Ability to see the bigger picture and ensure that the contract meets commercial objectives and supports business scalability, while protecting against key risks. - Capable of making nimble and reasoned judgment calls, and practically assessing risk. - Strong experience and skills in project management. Proactive in undertaking necessary legwork for informed decision-making and achieving internal alignment and buy-in across functional teams to progress workstreams. - Strong communication skills; capable of communicating key developments and risks in a succinct and persuasive manner. Well-honed sensitivity to client-minded, business-centric messaging. - Strong sense of ownership for supporting business’ commercial objectives, and interest in actively following business and technological developments relating to the global payment, fintech and digital marketing industry. - Ability to effectively manage external counsel, and obtain useful advice even on “gray area” issues. - Adaptable with an open mindset. Ready and able to adjust to a cross-cultural, entrepreneurial and fast-moving work environment. Preferred: - Law firm and in-house experience in financial services or technology industries, ideally in the payment, fintech or digital marketing / ad tech space - Experience advising on legal or regulatory aspects of financial or technology products and services, ideally in the payment, fintech or digital marketing / ad tech space",,Alibaba,"Singapore,Singapore",AC和国际汇款,2022-06-21 09:59:20
