,title,internal_id,url,description,responsibilities,qualifications,company,publish_date
435,Старший разработчик в команду персональных рекомендаций Медиасервисов,8923,http://yandex.ru/jobs/vacancies/старший-разработчик-в-команду-персональных-рекомендаций-медиасервисов-8923,"Персональные рекомендации — это сердце сервисов Яндекс Музыка и Кинопоиск. Мы помогаем пользователям находить новую интересную им музыку и фильмы. В Музыке мы обрабатываем терабайты данных: у нас миллионы пользователей и десятки миллионов прослушиваний ежедневно. При этом алгоритмы почти мгновенно обучаются на основании того, как пользователь реагирует на рекомендованные треки, и подстраиваются под его настроение. Наши сервисы рекомендаций состоят из цепочки компонентов и работают в режиме 24 / 7. Система должна продолжать работу, даже если откажет один из её компонентов. Для поддержки и развития этой системы группа разработки рекомендательных продуктов Медиасервисов ищет опытных разработчиков с бэкграундом в машинном обучении. Наши технологии: CatBoost, нейронные сети и методы коллаборативной фильтрации.",Что нужно делать: писать надёжный и высокоэффективный продакшн-код.,"Мы ждем, что вы: уверенно знаете Java и C++; имеете базовые знания SQL и Python; хорошо подготовлены в области классических алгоритмов и структур данных.",Yandex,
436,ML-разработчик в Карты,5930,http://yandex.ru/jobs/vacancies/ml-разработчик-в-карты-5930,"Наша команда ищет ML-разработчика, который вместе с нами научит Яндекс Карты понимать пользователей без слов и рассказывать им самое важное о местах на карте. Задача нашей команды — помогать пользователям находить новые места и впечатления, будь то самые вкусные бургеры в городе, бары с самыми зажигательными танцами или клиники с самыми компетентными врачами. Для этого мы делаем Карты более персональными, чтобы подбирать места согласно вкусам каждого пользователя, и учимся извлекать ключевую информацию об организациях, чтобы помогать пользователям сделать правильный выбор.","Что нужно делать: участвовать в горячих обсуждениях новых продуктовых решений; превращать смутные продуктовые задачи в чёткие задачи машинного обучения; парсить логи, собирать разметку, чистить данные; строить всевозможные гипотезы и проверять их; обучать NLP, рекомендательные и другие модели; беспощадно внедрять модели в продакшн.","Мы ждем, что вы: обладаете алгоритмической и математической подготовкой; знаете основы машинного обучения и умеете применять их на практике; пишете на Python; не боитесь C++.",Yandex,
437,Разработчик для Android в Такси,2040,http://yandex.ru/jobs/vacancies/разработчик-для-android-в-такси-2040,"Яндекс Go — это суперапп, который объединяет в себе разные сервисы: Такси, Еда, Лавка, Драйв, Транспорт, Доставка, Самокаты и другие. Наша миссия – сохранять время, решая задачи передвижения в городе человека или перемещения грузов. У нас большие планы по развитию международного бизнеса. Международный бренд Yango представлен более чем в двух десятках стран. А как построена разработка? Минимум бюрократии и максимум автоматизации. Мы выстроили процесс еженедельных релизов и спринтов. Проводим большое количество A / B-тестов и вкладываемся в то, что будет полезно. Подавляющее большинство наших решений подкрепляется данными, но иногда мы готовы вложиться во что-то только потому, что верим в это. Мы открыты к любым изменениям и предложениям. Разработчики работают в продуктовых командах напрямую с менеджерами продукта, дизайнерами и аналитиками. Мы сами оцениваем проекты и стараемся придерживаться сроков. Любой сотрудник напрямую влияет на реализацию фич. Мы думаем о том, как сделать проще и лучше. Продуктовые менеджеры не могут знать всех особенностей платформы, поэтому мы развиваем синергию внутри команд. Это помогает вместе достигать лучших результатов. А какие технические челленджи есть? Продуктовая разработка занимает у нас 80% времени, 20% — уменьшение техдолга и технозадачи. Основная техническая задача — проектировать функциональность таким образом, чтобы её можно было легко поддерживать и модифицировать в кратчайшие сроки. Яндекс Go — очень динамично меняющееся приложение. Мы оперативно реагируем на изменения рынка и результаты наших экспериментов, поэтому не можем заранее знать, как мы будем выглядеть через год. Наш стек: Kotlin, Java, Groovy, Gradle, Mainframer, Dagger 2, Retrofit, OkHttp, RxJava, Kotlin Coroutines / Flow, Glide, Lottie, LeakCanary, Robolectric, JUnit, Espresso, Android Lint, Teamcity; собственная дизайн-система с реализацией на compound & custom views; сделанные командой инструменты для анализа производительности приложения, своя платформа экспериментов (aka A / B), feature toggles, многомодульный проект (200+ обособленных модулей). Технические проекты, которые делаем прямо сейчас: Встраиваем проверку accessibility в CI-пайплайн. Прототипируем реализацию дизайн-системы на Jetpack Compose. Уcкоряем сборку и синхронизацию проекта. Уменьшаем энергопотребление и размер нашего приложения.","Что нужно делать: работать с кодовой базой для нескольких приложений Такси, которыми пользуются в десятках стран; участвовать в проектировании взаимодействия между клиентским приложением и сервером; решать проблемы, касающиеся разнообразных сценариев и не ограничивающихся заказом такси; писать код, который будет использоваться не только в Такси, но и в других сервисах Яндекса.","Мы ждем, что вы: хотите делать продукт, которым пользуетесь сами и которым пользуются близкие и друзья; любите Android-разработку, активно следите за событиями в индустрии; пишете на Kotlin и умеете в Java; готовы к разработке нестандартного пользовательского интерфейса; по максимуму используете возможности платформы для того, чтобы получить высокопроизводительный код.",Yandex,
438,Разработчик в команду геопоиска,561,http://yandex.ru/jobs/vacancies/разработчик-в-команду-геопоиска-561,"Мы хотим сделать Яндекс Карты такими, чтобы на них можно было найти любой стационарный объект — посёлок, дом, улицу, кафе, гостиницу, фонтан — и не только найти, но и узнать о нём дополнительную информацию. Ищем разработчиков, которые помогут нам сделать поиск в Картах полнее и точнее. Основной вашей задачей будет развитие поиска всевозможных данных на десктопных и мобильных картах и поддержание этих данных в актуальном состоянии. Вам нужно будет разобраться в том, как устроены: прямое и обратное геокодирование; онлайновый и офлайновый геопоиск в мобильных приложениях; поисковые индексы для десктопа и мобильных, а также индексаторы, их производящие, и система доставки, их обновляющая; использование UGC-контента в поиске и интегрирование картографических данных от разных поставщиков.","Что нужно делать: доводить скорость обновления адресных данных в Яндекс Картах до единиц суток; объединять UGC-данные и созданный картографами контент; решать все проблемы масштабирования системы, связанные с непрерывно возрастающим объёмом данных.","Мы ждем, что вы: хорошо владеете языком С++; знакомы или готовы разобраться с поддержкой компонент на языке Python; взаимодействовали с технологией разработки MapReduce; готовы встроиться в команду, которая бережёт и развивает свой сервис.",Yandex,
439,Руководитель группы продуктовой аналитики в Кинопоиск,9396,http://yandex.ru/jobs/vacancies/руководитель-группы-продуктовой-аналитики-в-кинопоиск-9396,"Кинопоиск — один из самых популярных онлайн-кинотеатров в России, которым еженедельно пользуются более 4 млн человек. Чтобы сохранять ведущие позиции, нам важно знать, как пользователи взаимодействуют с приложениями на разных платформах и зависит ли их удовлетворённость от устройства и типа контента, который они просматривают.",,"Мы ждем, что вы: несколько лет работали аналитиком или руководили командой аналитиков; коммуникабельны, умеете доносить до продуктовой команды выводы, полученные на основе данных; понимаете, как превращать бизнес-запросы в аналитические задачи и проекты; цените подходы data-informed и data-driven.",Yandex,
440,Разработчик в тестировании в Рекламные технологии,9481,http://yandex.ru/jobs/vacancies/разработчик-в-тестировании-в-рекламные-технологии-9481,,"Что нужно делать: проектировать, разрабатывать и поддерживать платформы тестирования веб-приложений; поддерживать, развивать и совершенствовать нашу тестовую инфраструктуру; сотрудничать с командой разработчиков для улучшения конечного продукта.","Мы ждем, что вы: знаете JavaScript / TypeScript; знаете разработку экосистемы веб-приложений; умеете проектировать сложные программные решения; знаете CI / CD, Jenkins / TeamCity; имеете системный подход к решению сложных задач; являетесь перфекционистом, следуете чистым (сухим) методологиям; умеете определять, агрегировать и автоматизировать работу с показателями производительности; умеете планировать процесс разработки, расставлять приоритеты и декомпозировать задачи; имеете опыт в тестировании и автоматизации тестирования API; имеете опыт работы с Allure и другими инструментами отчётности по тестированию.",Yandex,
441,Специалист поддержки клиентов,9478,http://yandex.ru/jobs/vacancies/специалист-поддержки-клиентов-9478,"Ищем опытного и обаятельного менеджера для работы с сервисом Поиск по товарам. Это блок в поиске Яндекса с результатами органической товарной выдачи — с фотографиями, ценами и другими характеристиками. Покупателям он позволяет увидеть основную информацию о товарах, сравнить их между собой и выбрать подходящий вариант прямо в поиске. А продавцам — бесплатно привлечь на сайт целевой трафик, получить больше заказов и увеличить выручку.","Что нужно делать: звонить пользователям и помогать исправить ошибки; консультировать клиента, как можно создать фид.","Мы ждем, что вы: знаете Excel, XML-таблицы, HTML; имеете опыт создания сайтов; имеете опыт в продажах (но не обязательно).",Yandex,
442,Менеджер по продвижению Поиска по товарам,9477,http://yandex.ru/jobs/vacancies/менеджер-по-продвижению-поиска-по-товарам-9477,"Ищем опытного и обаятельного менеджера для работы с сервисом Поиск по товарам. Это блок в поиске Яндекса с результатами органической товарной выдачи — с фотографиями, ценами и другими характеристиками. Покупателям он позволяет увидеть основную информацию о товарах, сравнить их между собой и выбрать подходящий вариант прямо в поиске. А продавцам — бесплатно привлечь на сайт целевой трафик, получить больше заказов и увеличить выручку.","Что нужно делать: звонить пользователям (холодные продажи, теплые — гораздо реже); рассказывать о Поиске по товарам, вдохновлять и помогать его настроить; фиксировать результаты общения в системе.","Мы ждем, что вы: уже работали в продажах (не меньше 6 месяцев); доброжелательны, вежливы, общительны; грамотно говорите, пишете и внимательно слушаете; умеете убеждать и находить подход к разным людям, объяснять сложное простыми словами; не стесняетесь переспрашивать; готовы разбираться в технической документации; быстро учитесь.",Yandex,
443,Менеджер по оптимизации стока в Маркет,9476,http://yandex.ru/jobs/vacancies/менеджер-по-оптимизации-стока-в-маркет-9476,"Яндекс Маркет — один из крупнейших маркетплейсов. На площадке представлено более 25 миллионов наименований товаров, а количество активных покупателей приближается 10 миллионам. Группа оптимизации стока занимается оздоровлением структуры товарных запасов на складах маркетплейса через улучшение процесса ввода и вывода ассортимента, работу с низкооборачиваемыми товарами и товарами с истекающим сроком годности, выстраивание процесса подготовки товаров к промоакциям.","Что нужно делать: улучшать метрику оборачиваемости товарных запасов через анализ низкооборачиваемых товаров, постановку задач коллегам из коммерции по снижению доли таких товаров в товарном запасе, контроль выполнения задач, предложения по улучшению процессов закупки; контролировать процент списаний из-за истекшего срока годности, проверять гипотезы и выдвигать инициативы по снижению объёма списаний; управлять подготовкой товарных запасов к промоакциям, контролировать выполнение сроков подготовки специалистами по закупкам и коммерческими менеджерами, предлагать действия по улучшению готовности к промо; проверять объёмы закупки по вводимым новинкам, взаимодействовать с коллегами из коммерции и финансов для принятия решений.","Мы ждем, что вы: имеете опыт работы от трёх лет в планировании или закупках; умеете анализировать цифры и делать выводы на основе анализа, ставить задачи и взаимодействовать с людьми для поиска совместных решений; отлично владеете MS Excel и Power Point, чтобы вести расчёты и готовить презентации по достигаемым результатам; готовы отвечать за качество и сроки выполняемой работы; умеете убеждать и договариваться, быть настойчивыми и получать результат при взаимодействии со смежными командами.",Yandex,
444,Аналитик-разработчик ML в Лавку,9475,http://yandex.ru/jobs/vacancies/аналитик-разработчик-ml-в-лавку-9475,"Наша команда анализирует ассортимент, цены, движение и продажи товаров. Мы описываем бизнес-процессы, решаем задачи по движению товаров, ценообразованию и оптимизации с помощью математических моделей. Примеры наших задач: спрогнозировать спрос на товары в Лавке; кластеризовать ассортимент в зависимости от пользовательского потребления; исследовать зависимость спроса на товары от цены и наличия.","Что нужно делать: развивать текущие и разрабатывать новые модели движения товара, управления ассортиментом и ценообразования; предлагать гипотезы, проверять их и внедрять успешные в продакшен; отвечать за все стадии ML-проектов — от формализации задачи до проведения A / B-тестов и внедрения в продакшен.","Мы ждем, что вы: знаете методы анализа данных и ML, применяли их на практике; знаете математическую статистику и теорию вероятностей; пишете на Python.",Yandex,
445,Разработчик на Go или Python в платёжные сервисы,9474,http://yandex.ru/jobs/vacancies/разработчик-на-go-или-python-в-платёжные-сервисы-9474,"Мы отвечаем за платёжную инфраструктуру всех сервисов Яндекса — обеспечиваем единый процессинг для транзакций нашей экосистемы. Ежегодно обслуживаем 500 млн транзакций почти 100 сервисов Яндекса в десятках стран мира. У нас вы сможете: решать задачи, которые буквально приносят миллионы рублей; разрабатывать исключительно важный высоконагруженный сервис; создавать архитектуру платёжного сервиса. Наши инструменты: Python 2 и 3, Go, MongoDB, PostgreSQL, Oracle, MySQL, YDB, YT. Мы уделяем большое внимание нашей инфраструктуре релизов и тестирования. Ищем опытных разработчиков на Python или Golang, готовых работать с двумя языками.","Что нужно делать: расширять географию платежей, интегрироваться с новыми банками по протоколу ECOM или ISO 8583; быстро подключать новые способы оплаты; разрабатывать процессы по авторизации и клирингу платежей; создавать решения для интеграции с МПС; работать над выбором оптимального способа оплаты; оптимизировать скорость работы сервиса.","Мы ждем, что вы: разрабатывали на любом популярном объектно-ориентированном языке больше года; хотите перейти на Golang и Python или уже разрабатывали на нём.",Yandex,
446,Руководитель тендерной группы в Такси,9473,http://yandex.ru/jobs/vacancies/руководитель-тендерной-группы-в-такси-9473,"Яндекс Gо для бизнеса — сервис заказа такси и других услуг для организаций. Мы ищем трудолюбивого, организованного, ответственного руководителя, который отлично ладит с людьми и выстраивает операционные процессы. Вам предстоит управлять группой менеджеров, которые принимают участие в закупках.","Что нужно делать: выполнять плановые показатели по группе; постоянно контролировать эффективность продаж и работать с её показателями, контролировать выполнение командных и персональных нормативов менеджеров; анализировать эффективность работы каждого сотрудника и группы в целом; управлять группой менеджеров, нанимать, обучать, развивать сотрудников по корпоративным стандартам (аттестация, обратная связь и т. д. ); готовить обучающие и информационные материалы; составлять скрипты; постоянно искать новые точки роста, развивать сегмент B2G, увеличивать количество тендеров для участия, укреплять позиции сервиса на рынке и реализовывать их.","Мы ждем, что вы: окончили вуз; работали в сфере управления продажами продуктов на рынке B2B / B2G; готовы самостоятельно вести нескольких клиентов; имеете сильные управленческие навыки, амбициозны, успешны, обладаете быстротой реакции и высокой самоорганизацией; управляли командой (желательно удалённой командой менеджеров); умеете отстаивать свою позицию на основе статистических данных и результатов, аналитически мыслите, умеете работать с отчётностью и CRM-системами; умеете выстраивать долгосрочные отношения с потенциальными партнёрами; коммуникабельны; обладаете лидерскими качествами.",Yandex,
447,Разработчик на Go или Python в Биллинг,9093,http://yandex.ru/jobs/vacancies/разработчик-на-go-или-python-в-биллинг-9093,"Биллинг — внутренний сервис Яндекса, обслуживающий финансовые задачи компании и связанных бизнес-юнитов. Наш сервис взаимодействует со множеством сервисов Яндекса и обменивается с ними финансовыми данными. Вы поможете нам анализировать всё многообразие данных и наводить в них порядок, а также строить финансовую платформу для всего Яндекса.","Что нужно делать: разбираться в том, как работает сам Биллинг и смежные сервисы; проектировать распределённые масштабируемые системы; писать аналитические запросы и верифицировать данные; организовывать техническое взаимодействие Биллинга с сервисами Яндекса; анализировать новые бизнес-требования.","Мы ждем, что вы: работали с базами данных (PostgreSQL, Oracle) и сложными SQL-запросами; хорошо знаете Python или Go; аккуратны и внимательны к деталям; умеете и хотите работать с данными; очень ответственны.",Yandex,
448,Архитектор Data Platform,8581,http://yandex.ru/jobs/vacancies/архитектор-data-platform-8581,"Yandex Cloud — облачная платформа, которую используют тысячи компаний и предпринимателей, от частных специалистов до крупных международных корпораций. Наша команда решает проблемы, с которыми сталкиваются клиенты, когда строят и эксплуатируют инфраструктуру и сервисы на платформе Yandex Cloud. Мы помогаем клиентам переносить сервисы в облако, получать специальные знания и навыки, работать с платформой.","Что нужно делать: участвовать в разработке материалов для обучения стеку Data Platform; разрабатывать пользовательские сценарии с использованием технологий Yandex Cloud; консультировать клиентов об особенностях работы ClickHouse; консультировать партнёров, которые строят Data Platform на базе Yandex Cloud; участвовать в пилотных проектах Data Platform как эксперт или инженер.","Мы ждем, что вы: строили высоконагруженные аналитические системы различных вендоров; хотите стать экспертом аналитического стека ClickHouse; напрямую общались с клиентами на этапах пресейла, защиты и внедрения проектов.",Yandex,
449,Разработчик рантайма видеохостинга в Дзен,9472,http://yandex.ru/jobs/vacancies/разработчик-рантайма-видеохостинга-в-дзен-9472,"Рантайм видеохостинга взаимодействует как с пользователями, так и с другими бэкендами и обслуживает пользователей под нагрузкой в десятки тысяч RPS. Мы работаем с современными технологиями YDB, Logbroker (аналог Apache Kafka), S3, YT, YQL.",Что нужно делать: масштабировать систему для работы с десятками тысяч новых видео в день; оптимизировать время выполнения запроса на всех этапах; развивать API видеохостинга для нужд клиентов; работать над стабильностью сервиса и поддерживать SLA.,"Мы ждем, что вы: отлично знаете C++; понимаете классические алгоритмы и структуры данных; занимались промышленной разработкой.",Yandex,
450,Менеджер по отчетности в Маркет,9466,http://yandex.ru/jobs/vacancies/менеджер-по-отчетности-в-маркет-9466,"Группа бизнес-эффективности фулфилмент центров (ФФЦ) Яндекс Маркета анализирует все процессы на ФФЦ по скорости, качеству и затратам. Мы помогаем директорам ФФЦ и лидерам направлений находить точки оптимизации и достигать поставленных целей наименьшими ресурсами. Ищем аналитика, который видит за цифрами физический смысл, может его понятно объяснить и визуализировать, готов решать новые задачи в сжатые сроки и поддерживать регулярную отчётность.","Что нужно делать: подбирать и рассчитывать метрики, позволяющие отслеживать эффективность работы фулфилмент-центров; разбираться в причинах отклонений, глубоко погружаться в детализацию и анализировать путь каждого товара; создавать визуализацию метрик в дашбордах; строить и оптимизировать модель вывода людей по участкам склада; строить модель оплаты сотрудников склада в зависимости от производительности на каждом участке; анализировать бизнес-процессы; оказывать информационную поддержку директорам ФФЦ и лидерам направлений.","Мы ждем, что вы: имеете высшее техническое образование; имеете навыки построения аналитической отчётности, дашбордов, использования BI-инструментов (желательно Tableau или Datalens); знаете SQL на уровне сложных запросов; владеете Excel на профессиональном уровне (макросы, сложные функции); понимаете основы теории вероятностей и математической статистики.",Yandex,
451,Разработчик-исследователь в Доставку,9464,http://yandex.ru/jobs/vacancies/разработчик-исследователь-в-доставку-9464,"Яндекс Доставка — молодой и быстро растущий сервис Яндекса. Мы начинали всего полтора года назад, а сегодня уже выполняем более 400 тысяч заказов в сутки, работая в 500 городах в 15 странах мира. Наша цель — стать сервисом доставки по умолчанию для любых задач. Мы разрабатываем алгоритмы экспресс-доставки и доставки на «последней миле», решая в реальном времени задачу оптимального назначения заказов курьерам. У нас много интересных алгоритмических и продуктовых задач, в которых нужно писать надёжный, производительный и понятный код на C++.","Что нужно делать: разрабатывать алгоритмы для оптимального распределения заказов по курьерам; тесно работать с командами других сервисов: нашими алгоритмами пользуются другие продукты Яндекса, такие как Еда, Лавка и Маркет; преобразовывать бизнес-требования в алгоритмы; решать задачи обеспечения надёжности и высокой доступности сервиса.","Мы ждем, что вы: знаете C++; хорошо знаете алгоритмы и структуры данных; понимаете принципы построения многопоточных приложений и распределённых систем; знакомы с Linux.",Yandex,
452,Бизнес-аналитик,9463,http://yandex.ru/jobs/vacancies/бизнес-аналитик-9463,,"Что нужно делать: собирать и обрабатывать данные из нескольких источников и представлять результаты на дашбордах, графиках и в презентациях; регулярно отслеживать динамику ключевых метрик подразделений (SLA, KPI) с использованием BI-инструментов; интервьюировать участников процессов для моделирования схем «as is / to be», чтобы улучшить культуру потребления данных и найти инсайты внутри команды; разрабатывать, внедрять, формализовывать новые и оптимизировать существующие бизнес-процессы: создавать инструкции, инспектировать регламенты и поддерживать их актуальность.","Мы ждем, что вы: окончили вуз; имеете опыт работы не меньше трёх лет; разбираетесь в Excel (включая макросы, надстройки), BI, знаете SQL (любой диалект, можете написать запрос), работали с базами данных; знаете базовые принципы бухгалтерского учёта и документооборота системно и аналитически мыслите, умеете взаимодействовать с людьми и работать в команде над кросс-функциональными задачами; умеете презентовать и визуализировать данные (PowerPoint, Visio, Miro); умеете организовывать своё время и работу, выполняете задачи аккуратно и вовремя, готовы отвечать за результат; знаете английский язык на уровне Intermediate и выше.",Yandex,
453,Контент-менеджер в Еду,9457,http://yandex.ru/jobs/vacancies/контент-менеджер-в-еду-9457,"Яндекс Еда — это удобный сервис по доставке вкусной еды из ресторанов и магазинов. Мы ищем контент-менеджера, который любит работать с текстами и помогать людям.",Что нужно делать: создавать страницы ресторанов на сервисе; обучать и помогать партнёрам в работе с интерфейсом приложения; модерировать и редактировать текстовую информацию; поддерживать партнёров по телефону.,"Мы ждем, что вы: уверенный пользователь ПК; грамотно говорите и пишете по-русски; активны и обучаемы.",Yandex,
454,Разработчик на С++ в сервис Яндекс Доставка,5998,http://yandex.ru/jobs/vacancies/разработчик-на-с-в-сервис-яндекс-доставка-5998,"Яндекс Доставка — молодой, но быстрорастущий сервис Яндекса. Всего за полтора года мы построили с нуля одну из крупнейших логистических компаний в стране и стали одним из лидеров на рынке срочной доставки в 500 городах России и СНГ. Наша цель — стать сервисом доставки по умолчанию для любых задач. Мы хотим охватить новые сегменты рынка. Наша команда небольшая, но в ней работают инженеры, которые запускали Яндекс Такси и Яндекс Драйв. Мы ищем инженера-разработчика бэкенда. У нас вы сможете напрямую влиять на качество «логистических» продуктов, которыми пользуетесь вы и ваши друзья: от Яндекс Маркета до Яндекс Еды.","Что нужно делать: выбор оптимального варианта доставки между двумя точками в городе и не только среди множества вариантов и с учетом ограничений; доставка ко времени, а не абстрактно «в течение дня», как привыкло большинство компаний; разработка механизмов управления грузовым транспортом и планированием доставок; подключение новых партнеров; масштабирование системы, работа над стабильностью, доступностью и инструментами диагностики.","Мы ждем, что вы: хорошо знаете C++; знаете алгоритмы и структуры данных.",Yandex,
455,Разработчик на С++ в Браузер,5234,http://yandex.ru/jobs/vacancies/разработчик-на-с-в-браузер-5234,"Яндекс Браузер — один из самых масштабных проектов на основе Chromium. Мы работаем над фичами Браузера, помогая миллионам своих пользователей, добавляем улучшения и исправляем ошибки Chromium, помогая миллиардной аудитории пользователей всех браузеров на базе Chromium. Мы ищем разработчиков, которые помогут нам улучшать Браузер. У нас вы сможете поработать над «подкапотной» частью, которая взаимодействует с операционной системой, сетью, является бизнес-логикой для фич или поработать над развитием нашего UI — набора фреймворков, которые позволяют создавать быстрые и удобные интерфейсы. Сейчас мы работаем над развитием «приложений» Браузера, развитием автоматического перевода видео и картинок и ускорением Браузера. Наш стек: Мы пишем на C++ 17. Скрипты, которые помогают сборкам, — на Python, dist-clang (наша разработка), для распределенной сборки на фермах в наших ДЦ используем Git, Bitbucket и Teamcity, Pulse (внутренняя разработка) для анализа производительности Браузера и системы анализа тестов производительности. Наши преимущества: опытные и отзывчивые коллеги, которые готовы ответить на любые вопросы; главный принцип: если не получилось разобраться за 10 минут — спроси у коллег, а сэкономленное время потрать на изучение неизвестного; очень сложный и очень большой проект с уникальной и хорошо спроектированной архитектурой, в котором можно многому научиться; отлично отлаженные процессы: мы работаем двухнедельными спринтами, в течение которых не принято отвлекать разработчиков; одна из самых совершенных инфраструктур, которая помогает быстро собирать и прогонять тесты, а также находить деградации в производительности.","Что нужно делать: участвовать в разработке новых фич Браузера на всех этапах: от проектирования архитектуры до написания кода; покрывать свой код тестами, ревьюить чужой и свой код; ускорять компоненты Браузера; принимать участие в интеграциях с другими сервисами и командами.","Мы ждем, что вы: занимались промышленной разработкой на С++ более года; готовы работать со сложными и большими проектами ; знаете особенности программирования в многопоточной среде и умеете писать многопоточный код; умеете объяснять свои архитектурные решения.",Yandex,
