,title,internal_id,url,description,responsibilities,qualifications,company,publish_date
465,"Аналитик в Яндекс Еду, Лавку и Едадил",4255,http://yandex.ru/jobs/vacancies/аналитик-в-яндекс-еду-лавку-и-едадил-4255,"Главная задача аналитика — помогать бизнесу принимать правильные решения и анализировать их последствия на основе точных расчетов. Мы занимаемся всем: от ad-hoc до масштабных задач по покорению фудтех-рынка и сейчас ищем аналитика, который сам выберет направление работы в зависимости от умений и желаний.","Что нужно делать:
 планировать смены курьеров. К нашим сервисам подключены тысячи ресторанов, а клиенты совершают десятки тысяч заказов в день. Чтобы обеспечить качественную доставку и при этом построить эффективный бизнес, мы должны понимать, сколько курьеров, когда и в какой район города направить;
 назначать курьеров на заказ. Мы оптимизируем алгоритмы распределения заказов, чтобы улучшить оборачиваемость, повысить эффективность работы курьеров и их заработок;
 оценивать качество новых функций. Мы ежедневно улучшаем наши приложения. Чтобы понимать, какие функции полезны и как ими пользуются клиенты, нам необходимо анализировать действия в приложении, и на их основе решать, как его развивать;
 исследовать данные и на основе найденных закономерностей предлагать продуктовые и монетизационные изменения;
 проводить эксперименты по внедрению фичей, улучшающих продукт и анализировать их результаты;
 анализировать большой объем данных о покупках пользователей, пользовательских данных с целью формирования антифрод-правил;
 решать многие другие интересные задачи;
 отвечать за конкурентную аналитику, прайсинг, качество сервиса, создавать различные модели и алгоритмы и много других интересных задач.","Мы ждем, что вы:
 имеете высшее техническое образование;
 хорошо знаете математику и владеете основами статистики;
 отлично владеете SQL;
 умеете писать код на Python;
 не боитесь осваивать новые технологии;
 умеете видеть за числами физический смысл и находить причины явлений;
 умеете аргументированно и доступно отстаивать собственную точку зрения и слышать чужие.",Yandex,
466,Менеджер технической поддержки партнерских продуктов,377,http://yandex.ru/jobs/vacancies/менеджер-технической-поддержки-партнерских-продуктов-377,"Мы эффективно решаем разнообразные задачи партнёров, связанные с использованием рекламных продуктов, количество которых растёт в соответствии с потребностями рынка.
 В Рекламной сети Яндекса и ADFOX участвуют и зарабатывают более 20 тысяч рекламных площадок. Каждый день Яндекс обрабатывает около пяти миллиардов рекламных запросов, а наши рекламные продукты видят более 65 миллионов уникальных пользователей.
 Мы ищем технически подкованного человека, который понимает рынок рекламы, в частности рынок рекламы приложений. Вам предстоит общаться с партнёрами, участвовать в запусках новой функциональности и работать в режиме многозадачности. Вам точно пригодится готовность учиться, искреннее желание помогать пользователям, навыки руководства и лидерские качества, умение доводить дело до конца и находить нестандартные подходы к решению проблем. Вы всегда будете в курсе последних разработок для партнёров и станете частью общего процесса улучшения и поддержания качества наших продуктов.","Что нужно делать:
 консультировать партнёров по техническим вопросам и по вопросам работы в интерфейсе системы;
 разбираться в технических требованиях для подготовки рекламных материалов;
 взаимодействовать с другими отделами для решения текущих задач;
 анализировать и структурировать информацию, полученную от пользователей, коллег и разработчиков;
 осваивать новые технологии на стадии разработки.","Мы ждем, что вы:
 имеете опыт работы с мобильными приложениями;
 получили высшее образование;
 способны самостоятельно решать поставленные задачи;
 умеете проявлять инициативу в разработке новых процессов;
 умеете чётко излагать мысли;
 умеете писать структурированные и технически грамотные тексты;
 обладаете аналитическим складом ума;
 понимаете, как пользоваться консолью браузера, и способны разобраться в простом HTML- или JavaScript-коде;
 знаете английский язык.",Yandex,
467,BI-аналитик в Еду,9066,http://yandex.ru/jobs/vacancies/bi-аналитик-в-еду-9066,,"Что нужно делать:
 разрабатывать удобную и полезную управленческую отчётность в команде BI-аналитики Еды;
 управлять пулом отчётов как продуктом: собирать требования, вести бэклог доработок и идей, наводить порядок в своей зоне ответственности;
 формировать требования к витринам данных для эффективной отчётности;
 помогать аналитикам с работой в DataLens и с дизайном дашбордов;
 развивать культуру визуализации и подготовки данных в команде.","Мы ждем, что вы:
 получаете удовольствие от визуализации данных и знаете, как лучшим образом представить данные, чтобы бизнесу было проще принимать решения;
 работали с Tableau, Power BI, DataLens, Metabase или любым другим BI-инструментом;
 уверенно знаете SQL и можете подготовить источник данных для дашборда;
 умеете общаться с заказчиком и собрать требования к задаче;
 обладаете культурой самопроверки.",Yandex,
468,Тимлид аналитики в Еду,9065,http://yandex.ru/jobs/vacancies/тимлид-аналитики-в-еду-9065,"Наша основная задача — максимизировать прибыль, получаемую от работы маркетплейса, при соблюдении целей по метрикам качества сервиса. Сделать это мы можем, увеличивая количество заказов, пользователей, исполнителей и партнёров, а также улучшая экономику одного заказа. И то и другое невозможно без data-driven подхода, которым руководствуются абсолютно все члены команды. Именно поэтому мы заинтересованы в поиске сильных и уверенных лидов аналитики.","Что нужно делать:
 оптимизировать стоимость привлечения новых пользователей, а также их количество (маркетинг, программа лояльности, акции в приложении и т. д.);
 улучшать продукт для пользователей (интерфейс, функциональность, алгоритмы ранжирования, рекомендаций и поиска), работать над качеством саппорта и т. д.;
 работать с наличием и качеством ресторанов на платформе: выбирать те, которые нужно подключить в первую очередь, рассчитывать рейтинг и бороться с фродом ресторанов;
 выходить в смежные области — продавать рекламу в приложении партнёрам, делать B2B и т. д.
 
 Всё вышеперечисленное мы делаем, опираясь на данные, а решения принимаем на основе метрик и экспериментов. Мы ищем человека, который будет развивать аналитическую культуру в компании, а также сделает аналитику драйвером развития сервиса.","Мы ждем, что вы:
 имеете сильную аналитическую и математическую подготовку, умеете формализовать сложные процессы, работать с данными и строить метрики, проводить эксперименты и оценивать эффект от внедрений;
 имеете опыт менеджмента крупных проектов с большим числом стейкхолдеров (целеполагание. приоритизация, процессы взаимодействия внутри команды и со смежниками, отчётность топ-менеджменту компании);
 имеете опыт руководства (на старте команда из 10—15 аналитиков, возможен наём сотрудников);
 имеете опыт работы со следующими технологиями: Python, SQL, Tableau / PowerBI, MapReduce, базы данных.",Yandex,
469,Менеджер по международным закупкам в Яндекс Маркет,9059,http://yandex.ru/jobs/vacancies/менеджер-по-международным-закупкам-в-яндекс-маркет-9059,"Яндекс Маркет активно развивает направление международных закупок и ищет успешного и энергичного менеджера, который возглавит управление импортными поставками в категории «Электроника».","Что нужно делать:
 находить поставщиков популярных товаров из категории «Электроника» в разных странах;
 проводить тендеры;
 обрабатывать коммерческие предложения;
 вести переговоры с поставщиками;
 согласовывать контракты и коммерческие условия сделок;
 размещать заказы и следить за их исполнением;
 координировать претензионную работу.","Мы ждем, что вы:
 предприимчивы и инициативны;
 имеете опыт работы в аналогичной роли в крупной российской или международной компании;
 превосходно разбираетесь в рынке электроники;
 отлично владеете английским языком (уровень С1 или выше);
 понимаете принципы документооборота ВЭД, международной логистики и сертификации;
 обладаете сильными аналитическими навыками;
 умеете договариваться, доступно доносить своё мнение и слышать мнения других;
 нацелены на результат и умеете работать в режиме многозадачности;
 самостоятельны, умеете быстро разбираться в новом, выделять главное.",Yandex,
470,Руководитель группы аналитики международных проектов в Такси,9058,http://yandex.ru/jobs/vacancies/руководитель-группы-аналитики-международных-проектов-в-такси-9058,"Яндекс Такси — сервис с миллионами поездок в день. Мы работаем не только в России, но и в странах СНГ, Европы и Африки. Наша команда фокусируется на международном развитии. Мы выходим на новые рынки с новыми продуктами и бизнес-моделями, переиспользуя наши уникальные технологии и опыт.
 Мы ищем руководителя группы продуктовой аналитики. Вас ждёт атмосфера стартапа и многочисленные внедрения. Вы будете вместе с нами запускать и улучшать продукты Такси.","Что нужно делать:
 улучшать клиентские и водительские приложения: функциональность, интерфейс, а также качество карт и других внутренних технологий;
 предлагать, как улучшить продукт и пользовательский опыт;
 проводить и анализировать A/B-тесты, помогать бизнесу принимать решения на основе данных и метрик и определять стратегию развития;
 работать с продуктовыми командами и разработчиками, участвовать в развитии сервисов;
 запускать новые экспериментальные продукты и бизнес-модели в нескольких странах.","Мы ждем, что вы:
 имеете опыт руководства (на старте — команда из трёх аналитиков);
 получили высшее техническое образование;
 хорошо знаете математику, теорию вероятностей и статистику;
 уверенно владеете SQL, знаете хотя бы один язык программирования;
 проводили и анализировали А/В-эксперименты;
 понимаете принципы анализа данных и основные подходы к нему, владеете соответствующими инструментами.",Yandex,
471,Продуктовый аналитик в Yandex Cloud,9056,http://yandex.ru/jobs/vacancies/продуктовый-аналитик-в-yandex-cloud-9056,"Yandex Cloud — это облачная платформа, которую используют тысячи компаний и предпринимателей, от технических специалистов до международных корпораций. Мы ищем продуктового аналитика.","Что нужно делать:
 анализировать поведение клиентов (конверсии, отклики): как оно меняется в разных каналах коммуникации;
 анализировать продукты: исследовать тренды потребления продуктов, применения возможностей и операционных метрик;
 создавать дашборды о клиентах и продуктах и управленческие отчёты;
 участвовать в подготовке стратегических решений, касающихся продуктов и ценообразования.","Мы ждем, что вы:
 получили техническое или математическое образование;
 минимум три года работали в сфере продуктовой или маркетинговой аналитики;
 уверенно владеете скриптовыми языками (Python, R), отлично знаете SQL;
 участвовали в формировании архитектуры аналитической инфраструктуры и моделей данных;
 умеете понятно объяснять результаты исследований;
 умеете находить ценные инсайты в данных;
 знаете английский язык;
 аккуратны и внимательны к деталям;
 самостоятельны и инициативны.",Yandex,
472,Старший дизайнер продуктов для бизнеса в Маркет,9055,http://yandex.ru/jobs/vacancies/старший-дизайнер-продуктов-для-бизнеса-в-маркет-9055,"Наша команда дизайнеров строит сервис, в котором продавцы анализируют эффективность работы с Маркетом и легко поддерживают юридическое взаимодействие с маркетплейсом. Вы станете частью масштабного проекта с большим влиянием на будущее российского рынка e-commerce. При этом вы получите возможность свободно проявлять себя и реализовывать свои идеи, учиться у коллег и развиваться, совершенствуясь в понимании дизайна продуктов.","Что нужно делать:
 погружаться в потребности пользователей;
 формировать гибкую дизайн-систему, которая позволит масштабировать продукты;
 быть лидером на проектах со стороны дизайна;
 развивать других участников команды через обратную связь и менторство.","Мы ждем, что вы:
 были лидером направления дизайна в продукте;
 погружены в потребности пользователей и понимаете важность подхода UCD;
 хотите развиваться и способны постоянно учиться чему-то новому;
 находите общий язык с самыми разными людьми.",Yandex,
473,Руководитель группы по управлению товарными запасами в Маркет,9054,http://yandex.ru/jobs/vacancies/руководитель-группы-по-управлению-товарными-запасами-в-маркет-9054,"Мы пополняем, перемещаем, распродаём запасы, вводим товары в ассортимент и выводим из ассортимента. Чтобы эффективно управлять стоком, нужно знать ответы на множество вопросов: что закупаем? как закупаем? сколько закупаем? где должны лежать товары? куда их перемещать? что пора распродавать? и т. д. Операционные специалисты размещают заказы и работают с поставщиками, а IT-команда формирует рекомендации о закупках и создаёт инструменты для работы специалистов.","Что нужно делать:
 достигать нужных показателей с помощью операционной команды категории «Электроника»;
 вместе с командой улучшать два основных показателя: оборачиваемость и доступность товара;
 повышать эффективность работы сотрудников;
 работать с мотивацией команды;
 решать срочные вопросы, вести работу команды по размещению заказов и общению с поставщиками;
 выстраивать культуру команды.","Мы ждем, что вы:
 управляли командой и выстраивали менеджмент;
 работали с бизнес-процессами и управляли ими;
 понимаете, как устроен закупочный процесс в крупных компаниях;
 хорошо знаете математику;
 коммуникабельны, имеете большой опыт кросс-функционального взаимодействия, нацелены на результат.",Yandex,
474,Менеджер по персоналу,9051,http://yandex.ru/jobs/vacancies/менеджер-по-персоналу-9051,Служба работы со штатными сотрудниками приглашает в команду менеджера по персоналу.,"Что нужно делать:
 вести кадровое делопроизводство на участке переводов;
 обеспечивать полное информационное и документальное сопровождение процедур, связанных с ротацией штатных сотрудников;
 консультировать руководителей и сотрудников по вопросам кадрового делопроизводства.","Мы ждем, что вы:
 получили высшее образование;
 работали в кадровом делопроизводстве не меньше двух лет;
 хорошо знакомы с базовым набором офисных программ;
 самостоятельны, умеете и любите работать с людьми, готовы к большим объёмам работы.",Yandex,
475,Тестировщик мобильных приложений для iOS в Браузер,9050,http://yandex.ru/jobs/vacancies/тестировщик-мобильных-приложений-для-ios-в-браузер-9050,"Наша команда разрабатывает Яндекс Браузер и поисковое приложение для iOS. Мы ищем специалиста по тестированию, который будет принимать активное участие в работе над продуктом.","Что нужно делать:
 проводить функциональное тестирование и отслеживать качество сервиса;
 разрабатывать, поддерживать и проводить ревью автотестов;
 развивать существующие инструменты автоматизации и создавать новые;
 общаться с командой и вместе решать, как улучшить приложение и сервис;
 оптимизировать процесс тестирования внутри команды.","Мы ждем, что вы:
 тестировали мобильные приложения;
 умеете проводить функциональное и регрессионное тестирование, писать тест-кейсы;
 имеете базовые знания Swift, чтобы писать автотесты для iOS;
 знакомы с Debug Proxy: Charles, Fiddler или другими;
 способны найти общий язык со всеми членами команды: тестировщиками, разработчиками, менеджерами, аналитиками;
 готовы заниматься и функциональным тестированием, и автоматизацией;
 готовы глубоко погрузиться в продукт.",Yandex,
476,Аналитик коммерции в Еду,8226,http://yandex.ru/jobs/vacancies/аналитик-коммерции-в-еду-8226,"Мы работаем с бизнес-функциями, ориентированными на взаимодействие с ресторанами Яндекс Еды: коммерцией, поддержкой ресторанов и ресторанным приложением. Модели, отчёты и исследования нашей команды помогают им принимать решения, выстраивать и оптимизировать процессы, чтобы делать наш сервис лучше, а партнёров — счастливее. Мы расширяем географию и полноту присутствия Яндекс Еды, оцениваем, как изменения влияют на качество работы ресторанов и экономику бизнеса, повышаем качество сервиса для партнёров.","Что нужно делать:
 определять города с наибольшим потенциалом роста бизнеса Еды, выделять в них приоритетные для подключения рестораны;
 выдвигать и проверять гипотезы об увеличении маржинальности и о точках роста новых продуктов и сервисов Яндекс Еды для ресторанов (например, сервиса чаевых, корпоративных предложений для партнёров);
 рассчитывать параметры комиссии и других условий для партнёров, чтобы увеличивать прибыльность взаимодействия с ними;
 анализировать конкурентов на рынке доставки еды, сравнивать наш ассортимент с конкурентами, находить точки роста.","Мы ждем, что вы:
 получили высшее техническое образование;
 хорошо знаете математику и владеете основами статистики;
 отлично владеете SQL;
 умеете писать на Python;
 знакомы с инструментами автоматической отчётности Tableau и Power BI;
 не боитесь осваивать новые технологии;
 умеете видеть за числами физический смысл и находить причины явлений;
 умеете аргументированно и доступно отстаивать собственную точку зрения и слышать чужие.",Yandex,
477,Стажёр-дизайнер продукта в Поиск,7731,http://yandex.ru/jobs/vacancies/стажёр-дизайнер-продукта-в-поиск-7731,"Мы ищем стажёра-дизайнера поисковой системы Яндекса, который под менторством старшего дизайнера продукта поможет быстрее запустить новые идеи.","Что нужно делать:
 участвовать в создании решения (исследования, разработка концепций решений, проектирование опыта взаимодействия и тестирование гипотез);
 работать над дизайном сервиса и его разными форматами.","Мы ждем, что вы:
 имеете опыт работы над веб- или мобильными интерфейсами;
 хотите расти и попробовать себя в большой компании;
 любите работать в команде;
 внимательно относитесь к мелочам.",Yandex,
478,Тимлид инженеров данных в Еду,7385,http://yandex.ru/jobs/vacancies/тимлид-инженеров-данных-в-еду-7385,"Служба разработки платформы управления данными формирует актуальные, полные и правдивые данные для сервиса. Мы ищем лучших инженеров данных, чтобы в команде с лучшими аналитиками проектировать и оптимизировать сложнейшие расчеты и алгоритмы, разрабатывать инструментарий для сотен бизнес-пользователей.","Что нужно делать:
 руководить командой и выстраивать процессы в команде дата-инженеров;
 оптимизировать нетривиальные ETL-процессы обработки больших данных;
 извлекать из исходных данных ценную информацию и скрупулезно обрабатывать ее для анализа;
 работать с данными на каждом этапе их трансформации: от появления информации в конкретном источнике до монетизации полученных знаний;
 реализовывать стабильный расчет бизнес-метрик вместе с командой аналитиков;
 поддерживать и модифицировать созданные решения, обеспечивать доступность сервиса и корректность данных для принятия решений.","Мы ждем, что вы:
 уверенно программируете на Python;
 разбираетесь в классических алгоритмах и структурах данных;
 работали с отладчиками и верификаторами;
 хорошо знаете SQL и понимаете устройство современных реляционных баз данных;
 руководили командой и выстраивали процессы;
 понимаете и можете объяснить необходимость непрерывной интеграции и непрерывной доставки (CI/CD), преимущества использования Git и ревью кода.",Yandex,
479,Разработчик DataSphere в Yandex Cloud,6561,http://yandex.ru/jobs/vacancies/разработчик-datasphere-в-yandex-cloud-6561,Наша команда полностью автоматизирует жизненный цикл ML-решений. Мы строим платформу MLOps с привычным интерфейсом JupyterLab и новой распределенной системой внутри. Платформа позволяет вести разработку в интерактивном режиме и быстро выводить результаты эксперимента в продакшен.,"Что нужно делать:
 разрабатывать распределенную вычислительную платформу, на которой основан сервис DataSphere;
 развивать контур эксплуатации: развертывание пользовательских моделей, доставку трафика, service discovery, поставку мониторингов и логов;
 создавать новые инструменты разработки: веб-IDE на основе JupyterLab и Visual Studio Code, систему контроля версий для данных, систему интеграции с Yandex Cloud и другими облачными сервисами.","Мы ждем, что вы:
 уверенно владеете Java и Python (желательно);
 имеете опыт эксплуатации нагруженных систем c тысячами RPS, метрик и логов;
 разрабатывали распределенные системы;
 знакомы с различными источниками данных: KV-хранилищами, реляционными БД, файловыми системами.",Yandex,
480,Разработчик инфраструктуры интерфейсов (Node.js),6190,http://yandex.ru/jobs/vacancies/разработчик-инфраструктуры-интерфейсов-nodejs-6190,"Мы ищем специалиста, готового участвовать в создании инструментов и инфраструктуры для разработчиков интерфейсов Яндекса. Задача нашей команды — чтобы разработчикам было удобно заниматься своим главным делом и не приходилось отвлекаться.
 Например, мы настраиваем непрерывную интеграцию, разрабатываем инструменты для статического анализа кода и создаем новые инструменты тестирования. Наши основные языки разработки — это TypeScript/JavaScript (Node.js) и Python (в соотношении 9 : 1). Некоторые инструменты (например, hermione) мы разрабатываем в open source на GitHub. Их используют в том числе команды за пределами Яндекса. Инфраструктура для автоматизации сборки, тестирования и развертывания кода, которую мы создаем, работает на сотнях серверов под высокой нагрузкой. Например, мы умеем выполнять тысячи тестов верстки в свыше десяти браузеров (в том числе мобильных) за 5–10 минут.
 Рассмотрим и состоявшихся разработчиков на TypeScript/JavaScript и Python, и тех, кто готов освоить и профессионально использовать эти языки.","Что нужно делать:
 создавать, поддерживать и развивать инструменты для разработчиков, тестировщиков и менеджеров;
 развивать систему непрерывной интеграции и непрерывного развертывания;
 развивать инфраструктуру для автоматизированного тестирования;
 заниматься поддержкой и оркестрацией серверов;
 создавать инструментарий для тестирования производительности сервисов.","Мы ждем, что вы:
 занимались разработкой программного обеспечения не меньше двух лет;
 знаете TypeScript, JavaScript и Python или готовы их изучить;
 знаете классические алгоритмы и структуры данных;
 имеете представление об автоматизации процессов (например, умеете заметить в собственной работе повторяющиеся действия и написать инструмент для их автоматического выполнения);
 знаете английский язык на уровне чтения документации;
 владеете Unix shell и скриптовыми языками;
 стремитесь и умеете изучать новые технологии и языки;
 ответственны, самостоятельны, внимательны к деталям;
 способны и хотите работать в команде.",Yandex,
481,Стажер-дизайнер продукта в Погоду,5500,http://yandex.ru/jobs/vacancies/стажер-дизайнер-продукта-в-погоду-5500,"Каждый день Яндекс Погодой пользуются более шести миллионов человек. Сейчас сервис проходит масштабный редизайн. Мы ищем в продуктовую команду дизайнера-стажёра, который под менторством старшего дизайнера продукта поможет быстрее запустить новые идеи.","Что нужно делать:
 участвовать в процессе создания решения (исследования, создание концепций решений, проектирование опыта взаимодействия и тестирование гипотез);
 работать над дизайном сервиса и разными форматами представления Погоды в приложениях, виджетах и на других сайтах.","Мы ждем, что вы:
 имеете опыт работы над веб- или мобильными интерфейсами;
 хотите расти и попробовать себя в большой компании;
 любите работать в команде;
 внимательны к мелочам.",Yandex,
482,Руководитель группы конкурентного анализа (CI) в Яндекс Лавку,4846,http://yandex.ru/jobs/vacancies/руководитель-группы-конкурентного-анализа-ci-в-яндекс-лавку-4846,"Яндекс Лавка — это новый формат магазина у дома. Главное отличие от привычных — в Лавку не надо ходить. Тем более что поход в ближайший продуктовый, скорее всего, займет больше времени, чем доставка из Лавки.
 Мы развиваемся и улучшаем наш сервис, чтобы радовать пользователя оперативной доставкой продуктов — за 15 минут.
 В Яндекс Лавке вы будете участвовать в построении самого лучшего клиентского сервиса на рынке, помогая команде вовремя получать нужную информацию и выстраивая процесс эффективного взаимодействия с клиентами.","Что нужно делать:
 руководить командой аналитиков и разработчиков;
 создавать процесс сбора и обработки данных для формирования ценовой и ассортиментной политики;
 заниматься конкурентной аналитикой рынка продуктового ритейла;
 собирать данные для решения прикладных задач (работать с клиентами, курьерами и т. д.);
 помогать с приоритизацией проектов и принятием решений на основании достоверных и точных данных;
 имплементировать полученные данные в бизнес-процессы: создавать витрины и отчёты, интерпретировать результаты;
 участвовать в процессе найма, развития и роста команды.","Мы ждем, что вы:
 имеете высшее техническое образование;
 руководили командой аналитиков или разработчиков более двух лет;
 хорошо знаете математику и владеете основами статистики;
 умеете структурировать и декомпозировать сложные задачи с нечёткими требованиями;
 анализировали численные данные и знаете соответствующие инструменты (например, Python);
 умеете работать с реляционными базами данных и хорошо знаете SQL.",Yandex,
483,Python-разработчик,4489,http://yandex.ru/jobs/vacancies/python-разработчик-4489,"Яндекс Практикум — это сервис, где любой человек может освоить IT-специальность. Наши студенты кардинально меняют свою жизнь с помощью обучения, а Практикум помогает желающим получать востребованные навыки. Таким образом, мы даем возможность каждому стать экономически независимым и получить образование, находясь в любой точке России или мира.
 Наша команда занимается развитием бэкенда платформы, на которой проходят обучение студенты Практикума. Мы строим из нашей платформы универсальный конструктор образовательного опыта: придумываем новые форматы курсов, удобные инструменты создания контента для авторов курсов, тренажеры для студентов, дающие возможность запускать свой код на Python, Node.js, C++ и других языках на платформе Практикума.
 Практикум выходит на рынок образования в США и других странах. Мы активно проверяем гипотезы, выкатываем и откатываем экспериментальную функциональность —делаем все, чтобы наши сервисы успешно работали во всем мире.","Что нужно делать:
 проектировать и внедрять новые форматы прохождения курсов, проектных работ;
 добавлять на платформу новые тренажеры для студентов;
 внедрять запуск кода на новых языках программирования;
 развивать инструменты для машинного обучения и анализа данных для студентов;
 ускорять работу платформы во всем мире, чтобы помогать Практикуму завоевывать новые рынки;
 проектировать архитектуру и инфраструктуру для новых внешних и внутренних сервисов.","Мы ждем, что вы:
 умеете программировать на языке Python;
 знаете SQL и имеете опыт работы с реляционными базами данных;
 имеете опыт работы в Docker и с различными облачными сервисами;
 разрабатывали веб-сервисы.",Yandex,
