,title,internal_id,url,description,responsibilities,qualifications,location,company,publish_date
686,UX-исследователь (Sber CIB),4090912,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4090912,"Sber CIB – инвестиционно-банковский бизнес Сбера, крупнейший инвестиционный банк в стране. Мы входим в топ-1 инвестиционных банков в Центральной и Восточной Европе, топ-1 брокерских домов в России. Сбер входит в топ-3 по силе мировых брендов, топ-15 банков в мире по капитализации. Наша деятельность охватывает весь крупнейший бизнес страны. Каждый третий корпоративный кредит выдается нами. Проекты в команде трансформации Sber CIB – это внедрение изменений в работу с ключевыми клиентами. В список клиентов входят крупнейшие нефтегазовые, строительные, финансовые и не только корпорации РФ, которые формируют экономику страны. Мы работаем по всем продуктовым решениям Сбера: банковским, инвестиционным и экосистемным. У вас будет возможность прикоснуться к реальному бизнесу, изучить процессы по инвестициям и финансированию и сделать уникальные для этого бизнес-сегмента digital решения.","Мы ищем: UX-исследователя, который увлечен исследованиями, хочет профессионально расти и готов экспериментировать с различными методами для решения сложных задач. В этой роли вы будете: координировать и стимулировать непрерывные исследования в рамках нескольких продуктовых команд; сотрудничать с разными ролями в командах: управление продуктом, дизайн, разработка, маркетинг, для определения, расстановки приоритетов, планирования и проведения высокоэффективных исследований; проводить исследования пользователей, используя различные методы исследования и валидировать с командами гипотезы; доносить и формулировать ценность UX и обоснование процесса исследования и рекомендаций для продуктовых команд; выявлять возможности для улучшения интерфейсов и процессов.","Мы ожидаем, что у вас есть: опыт работы в области исследований продуктов от 3 лет; опыт работы со всеми аспектами жизненного цикла пользовательских исследований; уверенное знание методов качественных и количественных исследований (опросы, аналитика); способность работать автономно и многозадачно в гибкой среде; способность понимать, когда UX-исследование необходимо, а где задачи могут быть решены другими способами; умение доносить результаты исследований до заинтересованных сторон с помощью данных, презентаций; способность работать в условиях agile и lean.",Город Москва,Sber,2022-07-29 07:46:21
687,Старший специалист по строительному контролю и техническому надзору,4038548,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4038548,,"Функции и должностные обязанности: обследование помещений / объектов недвижимости филиальной сети Сбера (г. Сургут и территория ХМАО). участие в подготовке технического задания для проектирования проверка и приёмка проектно-сметной документации осуществление технического надзора на строительных объектах осуществление строительного контроля за строительно-монтажными работами, подготовкой исполнительной документации, составлением актов скрытых работ проверка соответствия объёмов строительно-монтажных работ утверждённой проектно-сметной документации, рабочим чертежам, строительным нормам и правилам, стандартам, техническим условиям осуществление контроля за своевременным оснащением объектов реконструкции оборудованием и товарно-материальными ценностями составление дефектных ведомостей на выполнение строительно-монтажных работ участие в работе комиссий по приёмке строительных объектов и сдаче их в эксплуатацию.","Ожидания от кандидата: высшее образование: инженер-строитель, инженер-проектировщик опыт работы в аналогичной должности (инженер технического надзора, производитель работ, мастер СМР) владение программным комплексом AutoCAD знание порядка приёмки и методов контроля качества проектных, строительно-монтажных и сопутствующих работ знание строительных норм и правил, технических регламентов, требования ГОСТов и СП чтение, проверка и приёмка проектно-сметной документации на реконструкцию, капитальный ремонт общие знания и понимания работ по устройству инженерных сетей и систем зданий готовность к разъездному графику работы (есть возмещение ГСМ и компенсация амортизации).","Город Сургут, Ханты-Мансийский Автономный округ - Югра Автономный округ",Sber,2022-07-29 12:19:24
688,Эксперт,4088131,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4088131,,"Взаимодействие с регулирующими и надзорными органами региона присутствия ТБ в области реализации продуктов страхования, государственного и негосударственного пенсионного обеспечения, управления активами и прочих продуктов благосостояния для целей минимизации / предотвращения возникновения правовых, регуляторных, финансовых, репутационных рисков банка Консолидация пакетов документов по страховым случаям, контроль и ведение учёта информации и документов по страховым случаям, организация направления пакетов документов в страховые компании Работа с неаккредитованными / аккредитованными страховыми компаниями (подготовка разъяснений / ответов на запросы страховых компаний / подразделений банка) Ведение и наполнение баз данных территориального банка по направлению деятельности подразделения по клиентам и продуктам страхования, государственного и негосударственного пенсионного обеспечения, управления активами и прочих продуктов благосостояния для организации активностей в каналах продаж",Знание страхового рынка Воронежской области,"Город Воронеж, Воронежская Область",Sber,2022-07-29 11:04:38
689,Менеджер по маркетингу и коммуникациям,4043442,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4043442,,"участие в разработке и реализации маркетинговых активностей для клиентов и / или сотрудников банка; написание и редактура релизов, статей, приветственных писем и поздравлений; взаимодействие с издательствами; СМИ регионов присутствия; организация и отслеживание активностей в социальных медиа, медиаиндексов; понимание механики организации маркетинговых активностей, знание провайдеров региона.","опыт организации корпоративных мероприятий и событий (подготовка, разработка идей, написание тех. задания, программы мероприятия); разработка креативных концепций; умение писать статьи, работать с контентом и аудиторией Инстаграмм; уверенное пользование программ по обработке фото и видеоматериала; опыт взаимодействия с подрядчиками, формирование смет; умение работать в режиме многозадачности и ограниченного времени.","Город Ставрополь, Ставропольский Край",Sber,2022-07-29 10:43:59
690,Старший инженер по информационной безопасности,4031600,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4031600,,"Обязанности: Участие в процессе реагирования на инциденты кибербезопасности (вирусная активность, аномальная сетевая активность и т. д. ), анализ информации по направлению кибербезопасности Выполнение процедур инструментальных проверок по выявлению уязвимостей информационной инфраструктуры и проверок (в т. ч. выездных) выполнения требований кибербезопасности, анализ результатов, инициирование устранения выявленных замечаний Проведение служебных расследований по инцидентам кибербезопасности Участие во внешнем и внутреннем аудите системы обеспечения кибербезопасности Получение, учет и сопровождение сертификатов государственных и иных внешних удостоверяющих центров для обеспечения электронного документооборота Оказание методологической и практической поддержки сотрудникам Банка по вопросам кибербезопасности.","Требования: Высшее техническое образование (в области информационной безопасности или ИТ) Опыт работы от 1 года в направлении информационной безопасности Знание рисков и мер обеспечения кибербезопасности при использовании различных информационных технологий Понимание принципов работы систем и сервисов аутентификации, защиты от несанкционированного доступа, антивирусной безопасности и систем аудита Знание английского языка на уровне чтения технической документации Знание архитектуры операционных систем Windows, Linux Опыт работы в SIEM, SOAR и IRP Знание SQL, Python, C++ будет преимуществом Владение навыками создания высококачественных аналитических отчетов (в т. ч. дашбордов, презентаций) Готовность к командировкам.","Город Ханты-Мансийск, Ханты-Мансийский Автономный округ - Югра Автономный округ",Sber,2022-08-01 05:13:24
691,Middle Java разработчик (инструменты дистанционного взыскания),4088714,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4088714,"Наша команда создаёт платформу для автоматизации процессов работы с проблемной задолженностью физических лиц и клиентов сегментов малого и микробизнеса. Платформа автоматизирует работу более 9 тыс. пользователей, включает несколько функциональных подсистем, имеет как веб интерфейс, так и мобильное приложение. Сейчас перед командой поставлена задача по переводу системы на микросервисную архитектуру, реализации интеграционных взаимодействий с внутренними и внешними системами и принятие решений в системе на базе моделей AI. Мы работаем по гибкой методологии Scrum (Agile): сами взаимодействуем с заказчиками, сами проектируем, разрабатываем, тестируем и получаем обратную связь от пользователей. Мы постоянно стремимся делать нашу команду сильнее, приобретая новые навыки и компетенции. У нас нет многоэтажной иерархии и случайных людей. Если тебе интересна работа в сильной команде, развитие и создание социально-значимого продукта – значит тебе с нами по пути!","Требования к кандидату: - высшее техническое образование - опыт в качестве java-разработчика от 3 лет - отличное знания стека: collections, multithreading, JVM internal - опыт работы со Spring (Core, Security, Integration, Batch) - знание Git, Maven, Idea, JIRA - навыки написания автотестов для приложений (Junit, Mockito, AssertJ) - опыт работы с Hibernate или другими ORM фреймворками - опыт работы с СУБД Oracle, умение писать и оптимизировать сложные запросы - опыт работы с многопоточностью.","Будет плюсом: - опыт проектирования и разработки многокомпонентных распределенных систем (microservices architecture) - навыки DevOps (Jenkins, Nexus) - опыт работы по методологии Agile.",Город Москва,Sber,2022-07-30 23:46:42
692,Старший юрисконсульт,4090284,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4090284,,"правовое обеспечение сделок с клиентами – юридическими лицами и индивидуальными предпринимателями (кредитование, банковские гарантии, договоры и пр. ), консультирование внутренних клиентов в области юриспруденции","высшее юридическое образование владение офисными программами Word, Exel умение работать в Консультант+ опыт работы по специальности приветствуется","Город Самара, Самарская Область",Sber,2022-07-29 14:44:21
693,Инженер по сопровождению АС / Системный администратор,4091104,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4091104,"Мы трайб «Corporate Lending», в наши задачи входит создание новых, развитие, сопровождение существующих процессов и кредитных продуктов для внешних клиентов - юридических лиц и наших внутренних клиентов – сотрудников Сбера. Кого мы ищем: Мы ищем инженеров по сопровождению, системных администраторов, специалистов дежурной смены в г. Москве, г. Новосибирске, г. Барнауле, г. Санкт-Петербурге.","взаимодействие с разработчиками и смежными ИТ-подразделениями по вопросам внедрения и сопровождения АС обеспечение бесперебойного функционирования сопровождаемых АС в рамках, согласованных SLA решение возникающих инцидентов и других задач \ запросов настройка и поддержка интеграционных решений с взаимосвязанными системами проведение периодических аварийных учений по АС координация ИТ-процессов: управление инцидентами, управление проблемами, управление рисками обеспечивать процессы внедрений релизов АС контролировать исправление ошибок, выявленных в ходе тестирования или эксплуатации АС обеспечивать процессы сопровождения администрируемых систем, подсистем и связанных с ними программ и устройств обеспечивать мониторинг сопровождаемых АС, обработка событий мониторинга; проведение анализа влияния изменений на эксплуатационные характеристики АС организация и проведение установки дистрибутивного комплекта релиза АС на стенды для проведения тестирования, ПСИ выполнение Запросов на обслуживание, Задач, Регламентных работ анализ изменений АС на предмет необходимости изменения элементов мониторинга проведение разработки и актуализации планов управления мощностями выявление рисков / проблем в работе АС и организация мероприятий по их устранению / минимизации / принятию подготовка, настройка и эксплуатационное сопровождение сред и полигонов тестирования и ПСИ поддержка стендов UAT, HF, PROD.","опыт сопровождения и администрирования автоматизированных систем знание основ программирования (Java, С++ и пр) опыт работы с СУБД (Oracle или PostgreSQL), умение писать SQL-запросы опыт сопровождения серверов приложений (Websphere Application Server,Weblogic, Wildfly, Tomcat, Jboss и пр. ). Предпочтительно: знание подходов и инструментов DevOps практический опыт оркестрации контейнерных архитектур Kubernetis / OpenShift знание английского языка на уровне уверенной работы с технической документацией использование инструментов Grafana, Elastic, Kibana, python, bash, jenkins, git, ansible, nginx, kafka, Zabbix / Prometheus, ELK.",Город Москва,Sber,2022-08-01 07:08:30
694,Руководитель направления развития систем идентификации и аутентификации,4041052,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4041052,,"Взаимодействие с подразделениями Банка в ходе планирования и проведения работ по аккредитации и аудиту систем идентификации \ аутентификации в соответствии с требованиями законодательства Анализ проблем и инцидентов, возникающих в процессе эксплуатации систем идентификации \ аутентификации, подготовка предложений по их устранению Анализ перспективных систем и технологий идентификации \ аутентификации, проведение анализа возможности их применения в Банке, подготовка предложений по их использованию Проведение тестирования и закупочных процедур перспективных систем и технологий идентификации \ аутентификации, подготовка ТЗ, участие в ПСИ Проведение опытной эксплуатации перспективных систем и технологий идентификации \ аутентификации. Анализ результатов и подготовка заключений по результатам опытной эксплуатации Развитие процессов и подготовка регулярной отчетности по направлениям работы отдела.","Опыт работы не менее 5 лет (в т. ч. опыт работы в крупной компании в области информационной безопасности - не менее 2-х лет) Наличие практического опыта внедрения систем аутентификации в масштабах предприятия Высшее техническое образование (желательно профильное) Знание внутренней нормативной базы и регулирующих органов, ЦБ РФ, международных и российских стандартов в области ИТ, ИБ, биометрии Специальные знания: знание методики, технологии, средства создания автоматизированных и информационных систем идентификации \ аутентификации и биометрии, знание протоколов и технологий идентификации \ аутентификации и биометрии Опыт проведения служебных расследований по инцидентам с использованием средств идентификации \ аутентификации и биометрии Опыт управления проектами, опыт аналитической работы Опыт управления информационными рисками Опыт работы со средствами и технологиями идентификации \ аутентификации и биометрии различных производителей Опыт работы с системами идентификации \ аутентификации Владение английским языком.",Город Москва,Sber,2022-08-01 08:34:49
695,middle QA инженер по ручному тестированию,4090512,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4090512,"Вам предстоит работать с продуктом внутри интернет-банка, СберБизнес для малых предпринимателей. Задача - создать удобный инструмент для управления бизнесом, объединив возможности банка и экосистемы. Мы создаем продукт, которым пользуются более 500 000 клиентов. У нас зрелые процессы разработки, выработанная релизная политика, драйвовая команда! Микросервисная архитектура. Работаем по скраму . Стек - React, Java, Spring, Kafka, Postgres, OpenShift.","Вам предстоит: решение задач, связанных с тестированием интернет банка для корпоративных клиентов подготовка отчетов о тестировании написанием автотестов.","Мы ожидаем: опыт тестирования мобильных и web приложений от 2 лет понимание работы и опыт тестирования клиент-серверных приложений; умение использовать техники тест-дизайна: граничные значения, классы эквивалентности и т. д навыки написания SQL-запросов опыт работы с Jenkins, Jira, Confluence опыт работы с XML, JSON, Xpath, Regexp понимание гибких методологий разработки ПО. Будет плюсом: опыт работы с HP ALM, Test rail, TFS или подобных системах опыт использования Charles proxy опыт работы с системой контроля версий Git знание Objective-C / Swift знание Java / Kotlin опыт использования XCUItest опыт использования Espresso.",Город Санкт-Петербург,Sber,2022-08-01 09:38:50
696,Менеджер сектора экспертизы по продуктам экосистемы,4087272,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4087272,Отличная возможность присоединиться к высокотехнологичной команде профессионалов контактного центра Сбербанка и Экосистемы Сбера. Мы помогаем клиентским менеджерам корпоративно-инвестиционного бизнеса и нашим клиентам – юридическим лицам!,"взаимодействие с клиентскими менеджерами для определения продуктов, которые закроют потребности определенного клиента участие в продаже продуктов экосистемы клиентам-юридическим лицам совместно с клиентским менеджером реализация сделок совместно с коллегами из компаний экосистемы качественная и профессиональная консультация клиентских менеджеров и клиентов по продуктам экосистемы соблюдение модели продаж, а также правил работы в информационных системах банка","высшее образование опыт продаж (сегмент Малый / Средний+ / Региональный государственный сектор опыт реализации сложноструктурированных и крупных продуктов и услуг знание бизнес-моделей компаний клиентов понимание отраслевых трендов и тенденций рынка грамотная устная и письменная речь, четкая дикция опыт работы с клиентами от 1 года опыт работы в банковской сфере, call-центре или телекоммуникациях","Город Нижний Новгород, Нижегородская Область",Sber,2022-08-01 08:14:58
697,Комьюнити-менеджер,4074360,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4074360,,"Разработка и создание стратегии комьюнити внутри Сбера, формирование его целей и планов по их достижению; Определение ключевых каналов для комьюнити; Определение KPI комьюнити; Создание контент-плана и плана онлайн / офлайн активностей для различных аудиторий комьюнити и активностей для их активной коммуникации; Выстраивание процессов качественного взаимодействия между всеми участниками комьюнити; Привлечение новых участников и удержание активного ядра сообщества, повышение вовлеченности через полезный контент, проведение онлайн и офлайн активностей; Создание продающего, развлекательного, образовательного контента для комьюнити; Анализ трендов и внедрение новых инструментов для успешного развития комьюнити.",Высшее образование: маркетинг / технические дисциплины / социология; Опыт работы в сфере построения и работы с сообществами - не менее 3 лет.,Город Москва,Sber,2022-08-01 11:23:23
698,Аналитик данных,4072551,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4072551,"Проект занимается построением крупнейшего в России распределенного хранилища данных, основанного на принципах data-mesh и model-driven-development. Стек используемых технологий:SQL / SparkSQL,Hadoop / Postgree / GreenPlum, Java / Scala.","Находить, изучать и понимать правила / специфику хранения исходных данных Описывать алгоритм формирования витрин (source-to-target mapping specifications, ETL) Проверять витрины данных, разработанные по вашим спецификациям","Уверенные знания и опыт применения SQL / Hive / SparkSQL Опыт работы в роли аналитика данных в проектах по построению DWH Ориентация на достижение результата, внимательность к деталям, коммуникабельность Будет здорово, если вы: Имеете опыт работы с Hadoop (Hive / SparkSQL)","Город Самара, Самарская Область",Sber,2022-07-27 11:31:27
699,Водитель,4091497,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4091497,Обязанности Требования Условия,"Управление банковским спецавтомобилем Соблюдение сроков объёма работ по техническому обслуживанию Предупреждение поломки автомобиля, обслуживание Обеспечение бесперебойной работы передвижного кассового пункта кассовых операций соответствии с нормативными документами",Права категории В Стаж вождения от 3 лет Средне специальное образование Дисциплинированность Ответственность,"Город Киров, Кировская Область",Sber,2022-08-01 08:15:32
700,Senior Java developer,4082975,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4082975,"ДИТ Сеть продаж – прогрессивная команда, разрабатывающая высоконагруженные сервисы в направлениях digital и phygital для Сбера. Мы используем современные технологии, постоянно внедряем новое. Вы можете видеть это, приходя в наши отделения, пользуясь нашими банкоматами и общаясь с нашими сотрудниками. Мы создаем продукты для сотрудников отделений Сбера и пользователей по всей стране: - фронтальные системы для обслуживания клиентов; - приложение для быстрого решения прикладных задач менеджеров банка; - BI-системы; - системы удалённого видеоконсультирования клиентов Банка; - развиваем геосервисы и картографию в мобильном приложении Сбербанк Онлайн; - развиваем систему автоматического решения сбоев в работе банковских систем; - развитие UI / UX всех физических поверхностей (терминалы, банкоматы); - разрабатываем и развиваем высоконагруженную интеграционную систему на основе событий; - развиваем корпоративную геоинформационную систему; - разрабатываем ПО для банкоматов и терминалов.","- Создавать и развивать IT-продукты для сотрудников банка и миллионов клиентов; - Работать с современным стэком технологий и постоянно внедрять новое; - Работать в банке с самой крупной сетью отделений и развитой банкоматной / терминальной сетью; - Реализовать свой профессиональный и карьерный потенциал; - Пользоваться продуктами, которые будешь создавать со своими коллегами.","Опыт промышленной разработки на Java 7,8 от 1,5 лет; Опыт работы с серверами приложений. У нас WebSphere и WildFly, но альтернативные опыт также рассматриваем; Желание учиться, расширять кругозор. Умение решать задачи, а не находить причины; Опыт работы со Spring 4. 5 (сильно желателен, альтернативно рассматриваем кандидатов с опытом J2EE и возможностью быстро освоить Spring); Опыт работы с реляционными БД (желателен); Опыт работы с Kafka (если есть, то хорошо. Есть такие интеграции); Опыт работы с json, xml; Maven, git, ansible, jenkins (желательно); Опыт, либо готовность разработки unit тестов; Опыт контейнеризации сервисов: Docker, OpenShift (если есть, то будет востребован).",Город Москва,Sber,2022-08-01 14:56:17
701,Ведущий юрисконсульт по защите интересов банка в сфере корпоративного бизнеса,4091682,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4091682,,"Обязанности: защита интересов банка в государственных органах (Банк России, Прокуратура, ФАС / УФАС, Роспотребнадзор, Роскомнадзор, и др. ), арбитражных судах и судах общей юрисдикции по сложным категориям дел и при исполнении судебных постановлений; осуществление контроля за ходом исполнительных производств по взысканию дебиторской задолженности, образовавшейся в результате хищений, недостач и т. д. ; подготовка заключения для руководства и коллегиальных органов Банка по различным правовым вопросам деятельности банка;","Требования: знание особенностей ведения судебного процесса, в т. ч. уголовного; сопровождения дел об административных производствах, дел, рассматриваемых антимонопольной службой, и пр. знание банковского, гражданского, уголовного, процессуального законодательства, антимонопольного законодательства, законодательства о закупках, трудового, налогового, валютного законодательства и судебной практики; умение толковать и применять действующее законодательство и внутрибанковские документы. Умение юридически правильно квалифицировать факты и обстоятельства, оценивать правовые риски и предлагать пути их минимизации; умение анализировать и обобщать судебную практику; подготавливать правовые заключения, устанавливать правоспособность юридических лиц и полномочия их должностных лиц.",Город Санкт-Петербург,Sber,2022-08-01 15:03:48
702,Системный аналитик (Торговое финансирование),4091114,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4091114,Информация о проекте: создание интегрированного слоя детальных данных в гибридном DWH Сбера для предметной области «Торговое финансирование».,"- анализировать, разрабатывать и защищать модели данных предметной области - искать лучшие решения совместно с командой, бизнес-заказчиками и методологами - проектировать алгоритмы трансформации и ставить задачи на разработку - создавать бизнес-глоссарий предметной области - искать ошибки и аномалии в данных, автоматизировать проверки качества данных - подготавливать и поддерживать в актуальном состоянии каталог метаданных.","- опыт работы в роли системного аналитика на проектах разработки, модификации или внедрения хранилищ и витрин данных - уверенное знание SQL, умение строить сложные запросы, анализировать имеющийся код и данные - опыт сбора и подготовки бизнес-требований и описания процессов - опыт проектирования корпоративного хранилища данных - опыт описания моделей данных ИТ-систем до сущностей и атрибутов логической и физической моделей - опыт создания тест-кейсов витрин и подготовки данных для них - опыт работы с регуляторной отчётностью банка, данными бухучета - опыт работы с продуктами Торгового финансирования - аккредитивы, эскроу, гарантии, в качестве преимущества - опыт работы с инструментами моделирования SAP PowerDesigner, в качестве преимущества.",Город Москва,Sber,2022-08-01 12:42:22
